Daniele_De_Santis_Left_2.c3d  



Time(s):	B_R_bicipite(μV):
0	-34.94568
0.0005	-41.99524
0.001	-47.7356
0.0015	-54.88586
0.002	-58.91418
0.0025	-52.06604
0.003	-57.60498
0.0035	-48.03772
0.004	-42.7002
0.0045	-33.13293
0.005	-36.15417
0.0055	-23.8678
0.006	-18.63098
0.0065	-20.1416
0.007	-7.15027
0.0075	-10.87646
0.008	-8.56018
0.0085	-3.02124
0.009	-3.42407
0.0095	-1.61133
0.01	1.91345
0.0105	5.13611
0.011	1.3092
0.0115	-1.3092
0.012	-2.81982
0.0125	2.11487
0.013	8.8623
0.0135	6.3446
0.014	8.35876
0.0145	13.59558
0.015	6.2439
0.0155	12.28638
0.016	12.78992
0.0165	11.38
0.017	10.27222
0.0175	15.00549
0.018	12.89062
0.0185	17.12036
0.019	18.32886
0.0195	19.33594
0.02	9.06372
0.0205	12.5885
0.021	7.35168
0.0215	10.87646
0.022	11.78284
0.0225	10.27222
0.023	10.67505
0.0235	9.76868
0.024	12.18567
0.0245	4.73328
0.025	5.0354
0.0255	4.63257
0.026	9.46655
0.0265	10.47363
0.027	6.44531
0.0275	9.06372
0.028	9.36584
0.0285	12.5885
0.029	12.48779
0.0295	13.797
0.03	12.08496
0.0305	12.5885
0.031	7.04956
0.0315	6.94885
0.032	12.99133
0.0325	9.56726
0.033	10.77576
0.0335	10.77576
0.034	17.92603
0.0345	12.18567
0.035	8.66089
0.0355	12.78992
0.036	9.36584
0.0365	11.68213
0.037	9.06372
0.0375	15.60974
0.038	10.27222
0.0385	19.13452
0.039	17.82532
0.0395	21.04797
0.04	17.12036
0.0405	19.33594
0.041	22.25647
0.0415	16.21399
0.042	18.53027
0.0425	20.24231
0.043	21.14868
0.0435	22.15576
0.044	19.23523
0.0445	18.22815
0.045	18.8324
0.0455	17.72461
0.046	17.12036
0.0465	19.03381
0.047	13.69629
0.0475	15.1062
0.048	10.57434
0.0485	9.97009
0.049	-2.81982
0.0495	-4.83398
0.05	-7.45239
0.0505	-6.74744
0.051	-6.3446
0.0515	-2.11487
0.052	2.61841
0.0525	1.61133
0.053	-2.31628
0.0535	-1.00708
0.054	-0.80566
0.0545	4.33044
0.055	3.12195
0.0555	1.71204
0.056	3.12195
0.0565	-0.90637
0.057	2.21558
0.0575	4.22974
0.058	3.92761
0.0585	6.14319
0.059	1.91345
0.0595	10.77576
0.06	6.64673
0.0605	3.62549
0.061	6.04248
0.0615	5.0354
0.062	4.53186
0.0625	3.92761
0.063	8.45947
0.0635	5.13611
0.064	5.53894
0.0645	7.75452
0.065	6.74744
0.0655	3.12195
0.066	8.25806
0.0665	6.04248
0.067	3.52478
0.0675	0.20142
0.068	6.94885
0.0685	6.2439
0.069	3.62549
0.0695	7.25098
0.07	2.92053
0.0705	1.00708
0.071	3.42407
0.0715	7.04956
0.072	6.84814
0.0725	3.8269
0.073	9.56726
0.0735	8.05664
0.074	4.53186
0.0745	8.8623
0.075	8.7616
0.0755	8.05664
0.076	12.78992
0.0765	17.82532
0.077	12.18567
0.0775	15.00549
0.078	8.45947
0.0785	16.61682
0.079	16.61682
0.0795	20.64514
0.08	19.94019
0.0805	18.73169
0.081	18.02673
0.0815	16.11328
0.082	16.41541
0.0825	21.85364
0.083	18.73169
0.0835	24.57275
0.084	20.04089
0.0845	16.11328
0.085	18.02673
0.0855	15.20691
0.086	12.38708
0.0865	9.56726
0.087	-0.70496
0.0875	0.70496
0.088	-2.71912
0.0885	-6.54602
0.089	-8.56018
0.0895	-17.22107
0.09	-22.96143
0.0905	-19.63806
0.091	-18.53027
0.0915	-18.02673
0.092	-13.99841
0.0925	-10.27222
0.093	-11.88354
0.0935	-11.48071
0.094	-11.17859
0.0945	-10.77576
0.095	-6.64673
0.0955	2.61841
0.096	1.51062
0.0965	5.63965
0.097	1.51062
0.0975	1.91345
0.098	1.91345
0.0985	3.02124
0.099	7.45239
0.0995	6.74744
0.1	6.3446
0.1005	8.15735
0.101	8.25806
0.1015	7.65381
0.102	9.46655
0.1025	7.15027
0.103	4.43115
0.1035	3.52478
0.104	14.60266
0.1045	12.68921
0.105	12.5885
0.1055	13.39417
0.106	13.797
0.1065	14.80408
0.107	7.75452
0.1075	5.13611
0.108	5.74036
0.1085	12.78992
0.109	13.99841
0.1095	3.22266
0.11	10.97717
0.1105	9.46655
0.111	14.19983
0.1115	8.66089
0.112	10.57434
0.1125	7.45239
0.113	11.58142
0.1135	13.69629
0.114	12.68921
0.1145	10.0708
0.115	11.68213
0.1155	5.94177
0.116	2.92053
0.1165	1.00708
0.117	7.25098
0.1175	4.33044
0.118	5.43823
0.1185	-1.81274
0.119	3.7262
0.1195	0
0.12	-2.31628
0.1205	-7.35168
0.121	-11.07788
0.1215	-16.01257
0.122	-16.61682
0.1225	-17.32178
0.123	-13.69629
0.1235	-21.3501
0.124	-14.80408
0.1245	-13.29346
0.125	-18.12744
0.1255	-13.09204
0.126	-13.19275
0.1265	-14.40125
0.127	-13.19275
0.1275	-14.40125
0.128	-9.66797
0.1285	-6.2439
0.129	-7.65381
0.1295	-6.64673
0.13	-13.797
0.1305	-13.09204
0.131	-12.38708
0.1315	-11.07788
0.132	-10.47363
0.1325	-4.43115
0.133	-5.84106
0.1335	-5.33752
0.134	-4.53186
0.1345	6.94885
0.135	0.90637
0.1355	1.81274
0.136	4.22974
0.1365	4.43115
0.137	8.35876
0.1375	6.44531
0.138	11.58142
0.1385	6.04248
0.139	5.43823
0.1395	1.91345
0.14	6.54602
0.1405	6.54602
0.141	8.7616
0.1415	11.48071
0.142	6.44531
0.1425	5.84106
0.143	10.17151
0.1435	7.75452
0.144	16.71753
0.1445	7.75452
0.145	15.1062
0.1455	11.58142
0.146	9.86938
0.1465	9.26514
0.147	17.22107
0.1475	12.28638
0.148	9.76868
0.1485	9.97009
0.149	9.76868
0.1495	12.5885
0.15	14.09912
0.1505	16.41541
0.151	14.50195
0.1515	12.68921
0.152	12.18567
0.1525	14.70337
0.153	14.70337
0.1535	13.99841
0.154	13.49487
0.1545	13.49487
0.155	14.09912
0.1555	10.37292
0.156	7.35168
0.1565	12.68921
0.157	18.32886
0.1575	11.17859
0.158	4.22974
0.1585	10.27222
0.159	16.3147
0.1595	12.28638
0.16	7.95593
0.1605	17.12036
0.161	10.57434
0.1615	9.26514
0.162	10.0708
0.1625	9.16443
0.163	8.96301
0.1635	6.94885
0.164	8.56018
0.1645	8.25806
0.165	4.63257
0.1655	8.05664
0.166	9.97009
0.1665	9.56726
0.167	11.2793
0.1675	10.47363
0.168	7.95593
0.1685	9.56726
0.169	7.65381
0.1695	14.30054
0.17	10.87646
0.1705	9.97009
0.171	10.0708
0.1715	8.05664
0.172	3.92761
0.1725	3.02124
0.173	3.62549
0.1735	6.54602
0.174	0.50354
0.1745	6.94885
0.175	10.77576
0.1755	8.96301
0.176	6.84814
0.1765	5.0354
0.177	9.66797
0.1775	6.44531
0.178	5.43823
0.1785	9.46655
0.179	4.53186
0.1795	0.70496
0.18	-1.2085
0.1805	0.20142
0.181	0.20142
0.1815	10.67505
0.182	7.5531
0.1825	6.2439
0.183	4.22974
0.1835	7.5531
0.184	8.45947
0.1845	7.35168
0.185	8.56018
0.1855	7.95593
0.186	9.46655
0.1865	10.0708
0.187	15.91187
0.1875	4.02832
0.188	3.12195
0.1885	8.05664
0.189	9.56726
0.1895	10.27222
0.19	7.85522
0.1905	3.02124
0.191	3.02124
0.1915	5.74036
0.192	1.10779
0.1925	3.22266
0.193	-1.71204
0.1935	1.2085
0.194	2.11487
0.1945	-0.50354
0.195	1.3092
0.1955	7.25098
0.196	3.62549
0.1965	1.61133
0.197	4.83398
0.1975	2.31628
0.198	3.8269
0.1985	7.15027
0.199	6.54602
0.1995	4.33044
0.2	5.74036
0.2005	5.74036
0.201	6.04248
0.2015	4.33044
0.202	6.94885
0.2025	3.92761
0.203	8.96301
0.2035	5.13611
0.204	3.02124
0.2045	2.31628
0.205	-1.40991
0.2055	-4.33044
0.206	-1.91345
0.2065	-0.50354
0.207	0.80566
0.2075	-1.71204
0.208	0
0.2085	3.42407
0.209	6.04248
0.2095	7.15027
0.21	6.84814
0.2105	4.53186
0.211	0.80566
0.2115	3.42407
0.212	5.33752
0.2125	1.2085
0.213	0.20142
0.2135	4.73328
0.214	5.33752
0.2145	-0.80566
0.215	1.00708
0.2155	0.50354
0.216	5.94177
0.2165	-1.51062
0.217	6.14319
0.2175	2.92053
0.218	-0.30212
0.2185	5.43823
0.219	4.43115
0.2195	1.40991
0.22	3.7262
0.2205	-0.40283
0.221	-0.90637
0.2215	2.92053
0.222	1.61133
0.2225	0.70496
0.223	2.41699
0.2235	9.36584
0.224	5.43823
0.2245	1.10779
0.225	-0.30212
0.2255	8.35876
0.226	6.94885
0.2265	2.41699
0.227	6.14319
0.2275	0.40283
0.228	5.23682
0.2285	-0.50354
0.229	6.2439
0.2295	11.68213
0.23	5.33752
0.2305	5.84106
0.231	6.94885
0.2315	4.22974
0.232	8.66089
0.2325	8.15735
0.233	9.36584
0.2335	4.53186
0.234	2.61841
0.2345	2.11487
0.235	-1.81274
0.2355	3.7262
0.236	1.10779
0.2365	3.12195
0.237	0.80566
0.2375	5.63965
0.238	-0.20142
0.2385	4.12903
0.239	-2.21558
0.2395	4.63257
0.24	9.56726
0.2405	3.52478
0.241	2.11487
0.2415	9.36584
0.242	2.5177
0.2425	-1.81274
0.243	6.04248
0.2435	6.04248
0.244	11.68213
0.2445	5.0354
0.245	6.14319
0.2455	9.46655
0.246	8.35876
0.2465	7.04956
0.247	7.65381
0.2475	7.75452
0.248	9.86938
0.2485	7.04956
0.249	6.44531
0.2495	3.02124
0.25	4.93469
0.2505	6.54602
0.251	10.27222
0.2515	10.87646
0.252	8.05664
0.2525	9.26514
0.253	9.66797
0.2535	11.98425
0.254	8.25806
0.2545	13.89771
0.255	7.25098
0.2555	9.86938
0.256	8.15735
0.2565	7.65381
0.257	12.38708
0.2575	13.09204
0.258	10.17151
0.2585	4.43115
0.259	9.66797
0.2595	9.06372
0.26	7.25098
0.2605	7.5531
0.261	8.35876
0.2615	0.30212
0.262	4.63257
0.2625	3.92761
0.263	5.23682
0.2635	9.86938
0.264	6.94885
0.2645	5.74036
0.265	6.64673
0.2655	3.22266
0.266	-1.00708
0.2665	12.48779
0.267	8.66089
0.2675	8.66089
0.268	5.43823
0.2685	5.33752
0.269	9.46655
0.2695	9.06372
0.27	8.15735
0.2705	4.93469
0.271	12.48779
0.2715	10.77576
0.272	9.56726
0.2725	4.43115
0.273	5.13611
0.2735	2.21558
0.274	2.21558
0.2745	5.13611
0.275	9.26514
0.2755	8.15735
0.276	8.8623
0.2765	2.21558
0.277	11.17859
0.2775	9.46655
0.278	11.38
0.2785	11.07788
0.279	8.8623
0.2795	8.7616
0.28	8.05664
0.2805	11.88354
0.281	8.66089
0.2815	6.54602
0.282	8.66089
0.2825	8.8623
0.283	9.06372
0.2835	8.15735
0.284	7.85522
0.2845	5.84106
0.285	4.43115
0.2855	8.15735
0.286	6.54602
0.2865	10.27222
0.287	2.61841
0.2875	1.61133
0.288	4.93469
0.2885	7.25098
0.289	8.96301
0.2895	13.797
0.29	5.94177
0.2905	9.56726
0.291	11.2793
0.2915	8.25806
0.292	9.56726
0.2925	9.36584
0.293	8.56018
0.2935	1.51062
0.294	8.66089
0.2945	9.76868
0.295	7.04956
0.2955	3.92761
0.296	3.32336
0.2965	2.92053
0.297	6.2439
0.2975	2.71912
0.298	4.43115
0.2985	5.53894
0.299	4.02832
0.2995	8.66089
0.3	8.25806
0.3005	7.65381
0.301	4.83398
0.3015	4.53186
0.302	9.46655
0.3025	7.25098
0.303	9.26514
0.3035	4.02832
0.304	8.35876
0.3045	10.57434
0.305	1.40991
0.3055	4.22974
0.306	3.8269
0.3065	2.5177
0.307	4.93469
0.3075	-1.10779
0.308	6.2439
0.3085	5.84106
0.309	11.07788
0.3095	7.85522
0.31	9.66797
0.3105	4.73328
0.311	7.04956
0.3115	6.74744
0.312	3.12195
0.3125	6.04248
0.313	3.02124
0.3135	2.31628
0.314	4.33044
0.3145	4.33044
0.315	5.63965
0.3155	6.54602
0.316	5.84106
0.3165	2.31628
0.317	4.93469
0.3175	5.53894
0.318	2.11487
0.3185	2.71912
0.319	2.92053
0.3195	3.7262
0.32	5.74036
0.3205	5.94177
0.321	7.65381
0.3215	3.02124
0.322	5.63965
0.3225	3.62549
0.323	7.45239
0.3235	4.93469
0.324	3.22266
0.3245	2.81982
0.325	0.60425
0.3255	0.80566
0.326	0.20142
0.3265	3.42407
0.327	1.81274
0.3275	1.40991
0.328	7.45239
0.3285	2.41699
0.329	2.5177
0.3295	4.33044
0.33	1.40991
0.3305	3.22266
0.331	6.64673
0.3315	6.44531
0.332	2.81982
0.3325	5.63965
0.333	9.36584
0.3335	7.65381
0.334	4.22974
0.3345	3.8269
0.335	2.61841
0.3355	3.42407
0.336	7.45239
0.3365	4.12903
0.337	1.61133
0.3375	-0.40283
0.338	-2.31628
0.3385	1.61133
0.339	6.44531
0.3395	3.22266
0.34	2.92053
0.3405	1.2085
0.341	13.29346
0.3415	6.94885
0.342	11.88354
0.3425	2.92053
0.343	3.7262
0.3435	5.84106
0.344	3.02124
0.3445	10.17151
0.345	8.15735
0.3455	6.84814
0.346	8.56018
0.3465	8.35876
0.347	15.81116
0.3475	7.85522
0.348	6.44531
0.3485	9.26514
0.349	7.04956
0.3495	8.15735
0.35	6.3446
0.3505	8.66089
0.351	7.25098
0.3515	7.65381
0.352	5.0354
0.3525	1.61133
0.353	7.5531
0.3535	8.96301
0.354	12.18567
0.3545	4.43115
0.355	9.46655
0.3555	8.25806
0.356	9.16443
0.3565	6.14319
0.357	8.05664
0.3575	7.25098
0.358	6.44531
0.3585	3.8269
0.359	3.02124
0.3595	6.54602
0.36	1.91345
0.3605	2.31628
0.361	4.33044
0.3615	0.70496
0.362	2.71912
0.3625	1.91345
0.363	2.61841
0.3635	10.17151
0.364	3.42407
0.3645	9.76868
0.365	9.76868
0.3655	6.74744
0.366	5.94177
0.3665	2.61841
0.367	4.02832
0.3675	1.71204
0.368	2.71912
0.3685	3.12195
0.369	-2.11487
0.3695	4.63257
0.37	4.12903
0.3705	7.15027
0.371	14.19983
0.3715	7.5531
0.372	4.93469
0.3725	7.5531
0.373	3.8269
0.3735	-0.60425
0.374	2.21558
0.3745	5.94177
0.375	7.35168
0.3755	5.43823
0.376	5.74036
0.3765	2.31628
0.377	7.95593
0.3775	7.75452
0.378	7.15027
0.3785	1.91345
0.379	8.45947
0.3795	3.92761
0.38	6.14319
0.3805	6.04248
0.381	3.8269
0.3815	7.65381
0.382	4.12903
0.3825	-2.21558
0.383	1.3092
0.3835	3.32336
0.384	8.35876
0.3845	7.04956
0.385	5.63965
0.3855	3.52478
0.386	6.84814
0.3865	5.33752
0.387	6.2439
0.3875	7.85522
0.388	2.21558
0.3885	2.31628
0.389	6.84814
0.3895	1.40991
0.39	5.94177
0.3905	4.33044
0.391	6.2439
0.3915	3.52478
0.392	1.61133
0.3925	3.22266
0.393	9.26514
0.3935	6.64673
0.394	2.81982
0.3945	5.33752
0.395	4.33044
0.3955	5.84106
0.396	3.62549
0.3965	11.78284
0.397	5.63965
0.3975	1.40991
0.398	5.0354
0.3985	7.25098
0.399	3.52478
0.3995	9.46655
0.4	6.44531
0.4005	5.43823
0.401	8.35876
0.4015	3.12195
0.402	1.40991
0.4025	5.43823
0.403	4.12903
0.4035	-0.20142
0.404	0.60425
0.4045	6.3446
0.405	1.2085
0.4055	6.3446
0.406	9.46655
0.4065	7.15027
0.407	6.74744
0.4075	5.43823
0.408	9.06372
0.4085	10.57434
0.409	3.32336
0.4095	7.65381
0.41	2.11487
0.4105	5.0354
0.411	4.53186
0.4115	4.02832
0.412	9.46655
0.4125	7.04956
0.413	4.53186
0.4135	0.10071
0.414	3.02124
0.4145	3.22266
0.415	1.00708
0.4155	3.52478
0.416	1.2085
0.4165	4.73328
0.417	2.61841
0.4175	4.93469
0.418	-2.11487
0.4185	5.43823
0.419	4.43115
0.4195	3.22266
0.42	12.78992
