Franco_Uliana_Left_2.c3d  



Time(s):	A_R_bicipite(μV):
0	79.55933
0.0005	85.90393
0.001	66.16516
0.0015	22.25647
0.002	-8.45947
0.0025	-13.69629
0.003	-8.05664
0.0035	3.32336
0.004	12.68921
0.0045	14.40125
0.005	22.6593
0.0055	26.3855
0.006	23.26355
0.0065	16.71753
0.007	10.97717
0.0075	-6.64673
0.008	-22.25647
0.0085	-22.86072
0.009	-12.78992
0.0095	-15.50903
0.01	-7.5531
0.0105	-10.47363
0.011	-6.84814
0.0115	-5.23682
0.012	-1.2085
0.0125	-2.41699
0.013	4.02832
0.0135	7.75452
0.014	11.98425
0.0145	20.94727
0.015	18.32886
0.0155	19.83948
0.016	20.04089
0.0165	21.24939
0.017	19.23523
0.0175	25.98267
0.018	22.76001
0.0185	28.50037
0.019	31.82373
0.0195	27.29187
0.02	30.01099
0.0205	28.19824
0.021	17.32178
0.0215	-3.92761
0.022	-21.04797
0.0225	-37.36267
0.023	-37.26196
0.0235	-37.7655
0.024	-21.65222
0.0245	-8.7616
0.025	11.2793
0.0255	17.42249
0.026	23.76709
0.0265	24.57275
0.027	34.14001
0.0275	32.93152
0.028	46.82922
0.0285	52.16675
0.029	50.05188
0.0295	41.08887
0.03	42.19666
0.0305	37.46338
0.031	39.77966
0.0315	45.41931
0.032	48.33984
0.0325	42.39807
0.033	41.18958
0.0335	50.15259
0.034	54.48303
0.0345	49.0448
0.035	49.44763
0.0355	46.22498
0.036	45.2179
0.0365	32.22656
0.037	30.71594
0.0375	29.80957
0.038	24.47205
0.0385	22.96143
0.039	22.45789
0.0395	20.74585
0.04	20.34302
0.0405	19.63806
0.041	14.30054
0.0415	15.1062
0.042	18.8324
0.0425	15.60974
0.043	21.45081
0.0435	22.55859
0.044	12.68921
0.0445	14.50195
0.045	20.04089
0.0455	18.42957
0.046	21.75293
0.0465	12.5885
0.047	18.22815
0.0475	20.64514
0.048	20.84656
0.0485	18.32886
0.049	19.13452
0.0495	11.07788
0.05	0.30212
0.0505	-2.31628
0.051	1.2085
0.0515	0.30212
0.052	2.41699
0.0525	2.01416
0.053	4.93469
0.0535	7.04956
0.054	-8.25806
0.0545	-26.88904
0.055	-39.17542
0.0555	-42.59949
0.056	-35.75134
0.0565	-31.21948
0.057	-74.32251
0.0575	-117.02271
0.058	-110.87952
0.0585	-82.9834
0.059	-31.01807
0.0595	22.35718
0.06	62.23755
0.0605	110.98022
0.061	122.76306
0.0615	129.5105
0.062	127.19421
0.0625	92.85278
0.063	61.33118
0.0635	27.6947
0.064	-37.16125
0.0645	-96.37756
0.065	-102.62146
0.0655	-76.53809
0.066	-45.62073
0.0665	-10.67505
0.067	41.4917
0.0675	85.19897
0.068	109.4696
0.0685	115.91492
0.069	120.95032
0.0695	119.54041
0.07	111.78589
0.0705	109.06677
0.071	93.75916
0.0715	72.00623
0.072	55.79224
0.0725	45.52002
0.073	36.25488
0.0735	38.16833
0.074	41.79382
0.0745	49.34692
0.075	51.5625
0.0755	48.44055
0.076	45.2179
0.0765	47.33276
0.077	57.70569
0.0775	63.74817
0.078	55.3894
0.0785	52.67029
0.079	48.03772
0.0795	40.1825
0.08	30.2124
0.0805	30.41382
0.081	31.11877
0.0815	28.9032
0.082	28.29895
0.0825	18.73169
0.083	17.12036
0.0835	14.70337
0.084	19.94019
0.0845	17.6239
0.085	14.90479
0.0855	15.1062
0.086	13.797
0.0865	13.19275
0.087	10.27222
0.0875	7.04956
0.088	4.73328
0.0885	4.12903
0.089	9.76868
0.0895	7.5531
0.09	11.98425
0.0905	9.36584
0.091	10.27222
0.0915	5.53894
0.092	7.25098
0.0925	11.68213
0.093	5.94177
0.0935	2.61841
0.094	1.61133
0.0945	6.04248
0.095	7.5531
0.0955	7.95593
0.096	3.32336
0.0965	-1.40991
0.097	3.8269
0.0975	4.53186
0.098	10.67505
0.0985	10.17151
0.099	8.35876
0.0995	8.66089
0.1	7.35168
0.1005	4.33044
0.101	7.95593
0.1015	17.12036
0.102	12.28638
0.1025	9.06372
0.103	11.88354
0.1035	14.90479
0.104	13.49487
0.1045	11.48071
0.105	3.92761
0.1055	-7.85522
0.106	-25.177
0.1065	-47.8363
0.107	-40.08179
0.1075	-35.44922
0.108	-30.41382
0.1085	-22.6593
0.109	-14.70337
0.1095	-6.44531
0.11	-2.61841
0.1105	-2.01416
0.111	2.5177
0.1115	4.63257
0.112	11.98425
0.1125	5.0354
0.113	-1.81274
0.1135	-3.8269
0.114	2.41699
0.1145	13.49487
0.115	29.80957
0.1155	51.36108
0.116	60.92834
0.1165	69.68994
0.117	70.3949
0.1175	67.57507
0.118	68.78357
0.1185	69.28711
0.119	65.25879
0.1195	62.8418
0.12	64.95667
0.1205	66.06445
0.121	59.92126
0.1215	53.77808
0.122	50.95825
0.1225	48.33984
0.123	50.354
0.1235	44.71436
0.124	41.99524
0.1245	33.9386
0.125	29.00391
0.1255	31.11877
0.126	25.57983
0.1265	21.55151
0.127	13.59558
0.1275	13.09204
0.128	6.64673
0.1285	7.45239
0.129	-0.20142
0.1295	1.10779
0.13	-2.01416
0.1305	1.91345
0.131	-2.71912
0.1315	1.51062
0.132	5.43823
0.1325	7.65381
0.133	-0.80566
0.1335	3.92761
0.134	7.85522
0.1345	1.40991
0.135	8.35876
0.1355	8.25806
0.136	13.49487
0.1365	13.99841
0.137	12.99133
0.1375	12.38708
0.138	11.78284
0.1385	9.56726
