Leonardo_Garofalo_Right_3.c3d  



Time(s):	A_L_bicipite(μV):
0	32.52869
0.0005	28.39966
0.001	24.37134
0.0015	34.34143
0.002	27.6947
0.0025	26.3855
0.003	22.96143
0.0035	24.57275
0.004	15.40833
0.0045	8.7616
0.005	-7.15027
0.0055	-3.52478
0.006	-14.70337
0.0065	-18.53027
0.007	-18.93311
0.0075	-24.47205
0.008	-30.81665
0.0085	-29.80957
0.009	-21.04797
0.0095	-24.37134
0.01	-18.93311
0.0105	-11.07788
0.011	-3.42407
0.0115	1.2085
0.012	9.36584
0.0125	13.69629
0.013	20.1416
0.0135	9.76868
0.014	17.12036
0.0145	22.25647
0.015	15.40833
0.0155	15.00549
0.016	23.36426
0.0165	17.42249
0.017	24.47205
0.0175	22.45789
0.018	22.96143
0.0185	22.55859
0.019	27.59399
0.0195	23.8678
0.02	22.6593
0.0205	19.94019
0.021	21.04797
0.0215	16.81824
0.022	14.19983
0.0225	15.60974
0.023	14.09912
0.0235	28.39966
0.024	18.53027
0.0245	11.07788
0.025	5.0354
0.0255	-2.61841
0.026	-5.53894
0.0265	-4.02832
0.027	-6.74744
0.0275	-8.8623
0.028	-8.7616
0.0285	-11.88354
0.029	-19.53735
0.0295	-12.48779
0.03	-4.22974
0.0305	0.60425
0.031	-1.91345
0.0315	-5.33752
0.032	-7.15027
0.0325	-5.84106
0.033	-6.3446
0.0335	5.74036
0.034	12.38708
0.0345	24.27063
0.035	40.98816
0.0355	66.16516
0.036	80.16357
0.0365	79.55933
0.037	71.30127
0.0375	49.44763
0.038	31.4209
0.0385	-0.20142
0.039	-15.40833
0.0395	-25.47913
0.04	-35.14709
0.0405	-50.2533
0.041	-62.03613
0.0415	-67.37366
0.042	-59.92126
0.0425	-54.88586
0.043	-61.23047
0.0435	-63.24463
0.044	-49.74976
0.0445	-40.98816
0.045	-29.80957
0.0455	-11.48071
0.046	-5.53894
0.0465	7.04956
0.047	13.09204
0.0475	18.02673
0.048	22.86072
0.0485	19.43665
0.049	17.12036
0.0495	19.13452
0.05	28.39966
0.0505	21.95435
0.051	20.24231
0.0515	20.64514
0.052	25.98267
0.0525	25.98267
0.053	18.73169
0.0535	22.05505
0.054	20.34302
0.0545	10.37292
0.055	8.66089
0.0555	13.49487
0.056	14.90479
0.0565	17.52319
0.057	20.24231
0.0575	22.15576
0.058	26.08337
0.0585	33.43506
0.059	34.34143
0.0595	23.16284
0.06	13.89771
0.0605	7.75452
0.061	3.52478
0.0615	4.63257
0.062	-5.13611
0.0625	-9.26514
0.063	-13.29346
0.0635	-19.63806
0.064	-24.57275
