Gabriele_Carluccio_Left_1.c3d  



Time(s):	A_R_bicipite(μV):
0	23.46497
0.0005	25.98267
0.001	26.3855
0.0015	25.27771
0.002	19.83948
0.0025	21.45081
0.003	16.91895
0.0035	19.53735
0.004	18.8324
0.0045	23.96851
0.005	20.34302
0.0055	17.6239
0.006	22.55859
0.0065	20.74585
0.007	19.43665
0.0075	14.90479
0.008	18.93311
0.0085	15.81116
0.009	14.50195
0.0095	14.70337
0.01	15.60974
0.0105	15.81116
0.011	20.24231
0.0115	14.90479
0.012	11.2793
0.0125	10.37292
0.013	17.01965
0.0135	16.11328
0.014	14.50195
0.0145	7.25098
0.015	10.77576
0.0155	4.12903
0.016	9.86938
0.0165	7.35168
0.017	3.12195
0.0175	4.12903
0.018	5.43823
0.0185	3.32336
0.019	5.43823
0.0195	2.31628
0.02	5.74036
0.0205	8.35876
0.021	7.75452
0.0215	5.74036
0.022	2.31628
0.0225	3.52478
0.023	5.13611
0.0235	5.33752
0.024	4.83398
0.0245	3.02124
0.025	2.81982
0.0255	2.81982
0.026	0.80566
0.0265	1.00708
0.027	1.61133
0.0275	3.7262
0.028	1.40991
0.0285	1.91345
0.029	1.2085
0.0295	-2.92053
0.03	-7.04956
0.0305	-4.93469
0.031	-10.77576
0.0315	-6.04248
0.032	-4.93469
0.0325	-7.25098
0.033	-3.62549
0.0335	-2.92053
0.034	-7.15027
0.0345	0.80566
0.035	0.90637
0.0355	-4.12903
0.036	-2.5177
0.0365	-6.44531
0.037	-8.7616
0.0375	-1.00708
0.038	-6.14319
0.0385	-9.26514
0.039	-1.91345
0.0395	-4.33044
0.04	-11.38
0.0405	-12.89062
0.041	-3.32336
0.0415	-8.45947
0.042	-13.99841
0.0425	-14.50195
0.043	-9.36584
0.0435	-11.68213
0.044	-13.29346
0.0445	-9.76868
0.045	-12.08496
0.0455	-15.00549
0.046	-18.42957
0.0465	-20.64514
0.047	-20.34302
0.0475	-16.91895
0.048	-13.49487
0.0485	-19.13452
0.049	-18.93311
0.0495	-21.14868
0.05	-18.93311
0.0505	-24.97559
0.051	-27.89612
0.0515	-29.10461
0.052	-24.06921
0.0525	-25.07629
0.053	-27.29187
0.0535	-26.58691
0.054	-26.18408
0.0545	-29.20532
0.055	-30.91736
0.0555	-31.32019
0.056	-25.27771
0.0565	-28.39966
0.057	-34.44214
0.0575	-30.31311
0.058	-36.4563
0.0585	-34.14001
0.059	-29.00391
0.0595	-32.7301
0.06	-38.67188
0.0605	-39.27612
0.061	-38.47046
0.0615	-42.90161
0.062	-39.37683
0.0625	-42.29736
0.063	-40.2832
0.0635	-40.08179
0.064	-43.50586
0.0645	-40.08179
0.065	-48.84338
0.0655	-42.09595
0.066	-44.91577
0.0665	-38.77258
0.067	-44.11011
0.0675	-45.52002
0.068	-45.41931
0.0685	-45.92285
0.069	-46.02356
0.0695	-43.20374
0.07	-38.06763
0.0705	-47.23206
0.071	-44.41223
0.0715	-44.21082
0.072	-47.43347
0.0725	-45.82214
0.073	-39.37683
0.0735	-38.974
0.074	-42.09595
0.0745	-39.98108
0.075	-36.95984
0.0755	-40.68604
0.076	-39.47754
0.0765	-42.90161
0.077	-39.47754
0.0775	-44.11011
0.078	-37.46338
0.0785	-41.59241
0.079	-41.89453
0.0795	-36.15417
0.08	-40.58533
0.0805	-40.2832
0.081	-34.24072
0.0815	-28.50037
0.082	-30.71594
0.0825	-26.68762
0.083	-32.62939
0.0835	-32.42798
0.084	-31.11877
0.0845	-27.19116
0.085	-29.91028
0.0855	-21.85364
0.086	-25.27771
0.0865	-32.7301
0.087	-29.30603
0.0875	-26.28479
0.088	-26.58691
0.0885	-15.60974
0.089	-16.51611
0.0895	-17.52319
0.09	-18.12744
0.0905	-12.99133
0.091	-15.91187
0.0915	-10.27222
0.092	-16.51611
0.0925	-10.67505
0.093	-10.37292
0.0935	-9.16443
0.094	-7.25098
0.0945	-4.12903
0.095	-10.0708
0.0955	-8.15735
