Leonardo_Garofalo_Left_3.c3d  



Time(s):	A_L_bicipite(μV):
0	35.04639
0.0005	23.16284
0.001	15.30762
0.0015	11.98425
0.002	2.11487
0.0025	3.12195
0.003	-2.21558
0.0035	-3.32336
0.004	-5.13611
0.0045	-5.94177
0.005	0.50354
0.0055	-5.23682
0.006	5.0354
0.0065	3.7262
0.007	12.28638
0.0075	21.45081
0.008	19.43665
0.0085	23.76709
0.009	25.98267
0.0095	23.66638
0.01	28.19824
0.0105	26.88904
0.011	19.53735
0.0115	16.41541
0.012	15.60974
0.0125	14.90479
0.013	4.22974
0.0135	-1.71204
0.014	-8.7616
0.0145	-5.13611
0.015	-12.48779
0.0155	-17.32178
0.016	-19.73877
0.0165	-17.82532
0.017	-18.53027
0.0175	-17.82532
0.018	-17.6239
0.0185	-7.95593
0.019	-7.95593
0.0195	-6.14319
0.02	-3.12195
0.0205	-3.52478
0.021	-2.31628
0.0215	-1.81274
0.022	-1.91345
0.0225	0.60425
0.023	-3.32336
0.0235	5.13611
0.024	4.83398
0.0245	6.04248
0.025	6.74744
0.0255	6.84814
0.026	6.14319
0.0265	14.30054
0.027	10.67505
0.0275	8.66089
0.028	12.99133
0.0285	19.94019
0.029	17.82532
0.0295	16.3147
0.03	7.5531
0.0305	4.33044
0.031	-1.51062
0.0315	-1.71204
0.032	1.10779
0.0325	0.40283
0.033	1.10779
0.0335	0.70496
0.034	3.22266
0.0345	6.04248
0.035	5.0354
0.0355	5.53894
0.036	-0.20142
0.0365	2.81982
0.037	2.61841
0.0375	-4.53186
0.038	-6.64673
0.0385	3.7262
0.039	8.45947
0.0395	11.38
0.04	4.02832
0.0405	9.56726
0.041	15.60974
0.0415	23.76709
0.042	28.09753
0.0425	26.78833
0.043	34.24072
0.0435	52.67029
0.044	48.94409
0.0445	56.69861
0.045	47.7356
0.0455	37.86621
0.046	23.36426
0.0465	13.09204
0.047	-10.77576
0.0475	-25.27771
0.048	-43.00232
0.0485	-51.86462
0.049	-62.43896
0.0495	-65.76233
0.05	-60.82764
0.0505	-55.3894
0.051	-44.51294
0.0515	-40.08179
0.052	-29.00391
0.0525	-21.45081
0.053	-14.80408
0.0535	-7.5531
0.054	2.31628
0.0545	-2.41699
0.055	0.60425
0.0555	-0.50354
0.056	-1.00708
0.0565	2.11487
0.057	2.71912
0.0575	1.40991
0.058	2.71912
0.0585	5.13611
0.059	2.5177
0.0595	10.17151
0.06	7.75452
0.0605	6.64673
0.061	7.35168
0.0615	8.66089
0.062	14.90479
0.0625	19.83948
0.063	25.37842
0.0635	28.50037
0.064	31.21948
0.0645	38.06763
0.065	39.37683
0.0655	41.69312
0.066	44.31152
0.0665	41.89453
0.067	37.7655
0.0675	27.59399
0.068	23.06213
0.0685	12.28638
0.069	5.0354
0.0695	-3.7262
0.07	-8.96301
0.0705	-7.04956
0.071	0.90637
0.0715	1.40991
0.072	1.91345
0.0725	6.04248
0.073	9.97009
0.0735	8.45947
0.074	9.36584
0.0745	9.97009
0.075	1.61133
0.0755	-3.22266
0.076	-9.36584
0.0765	-9.97009
0.077	-25.57983
0.0775	-22.96143
0.078	-22.55859
0.0785	-16.11328
0.079	-18.22815
0.0795	-11.98425
0.08	-14.90479
0.0805	-9.46655
0.081	-10.17151
0.0815	-11.07788
0.082	-11.98425
0.0825	0.50354
0.083	-1.81274
0.0835	3.52478
0.084	9.97009
0.0845	5.23682
0.085	7.65381
0.0855	8.96301
0.086	1.81274
0.0865	9.66797
0.087	9.16443
0.0875	13.39417
0.088	19.63806
0.0885	17.22107
0.089	20.1416
0.0895	22.96143
0.09	20.94727
0.0905	23.46497
0.091	29.50745
0.0915	32.22656
0.092	32.83081
0.0925	32.32727
0.093	34.84497
0.0935	35.65063
0.094	28.09753
0.0945	23.46497
0.095	26.78833
0.0955	21.85364
0.096	17.42249
0.0965	16.41541
0.097	16.11328
0.0975	7.15027
0.098	7.04956
0.0985	7.15027
0.099	3.42407
0.0995	1.2085
0.1	4.12903
0.1005	5.53894
0.101	8.05664
0.1015	13.99841
0.102	27.29187
0.1025	34.44214
0.103	38.67188
0.1035	45.72144
0.104	52.16675
0.1045	51.36108
0.105	39.88037
0.1055	31.21948
0.106	19.83948
0.1065	4.02832
0.107	-15.40833
0.1075	-30.81665
0.108	-32.02515
0.1085	-36.15417
0.109	-45.41931
0.1095	-51.66321
0.11	-60.52551
0.1105	-64.45312
0.111	-64.35242
0.1115	-61.73401
0.112	-56.29578
0.1125	-48.13843
0.113	-47.43347
0.1135	-42.29736
0.114	-38.47046
0.1145	-35.2478
0.115	-30.91736
0.1155	-17.82532
0.116	-6.44531
0.1165	0.70496
0.117	-2.92053
0.1175	5.63965
0.118	2.5177
0.1185	6.14319
0.119	6.04248
0.1195	7.25098
0.12	3.62549
0.1205	7.25098
0.121	7.85522
0.1215	12.48779
0.122	11.38
0.1225	11.98425
0.123	16.41541
0.1235	10.57434
0.124	10.57434
0.1245	10.37292
0.125	7.25098
0.1255	10.37292
0.126	3.42407
0.1265	1.61133
0.127	1.40991
0.1275	3.02124
0.128	2.11487
0.1285	-3.7262
0.129	-4.73328
0.1295	-4.63257
0.13	-4.02832
0.1305	3.42407
0.131	2.92053
0.1315	3.12195
0.132	9.36584
0.1325	13.29346
0.133	15.40833
0.1335	12.28638
0.134	8.25806
0.1345	3.22266
0.135	9.16443
0.1355	3.42407
0.136	2.11487
0.1365	3.52478
0.137	5.43823
0.1375	10.47363
0.138	8.35876
0.1385	0.80566
0.139	6.84814
0.1395	3.42407
0.14	1.40991
0.1405	8.56018
0.141	5.23682
0.1415	4.22974
0.142	4.22974
0.1425	5.23682
0.143	8.25806
0.1435	1.3092
0.144	6.84814
0.1445	5.13611
0.145	14.60266
0.1455	15.40833
0.146	22.55859
0.1465	26.18408
0.147	27.39258
0.1475	29.20532
0.148	28.29895
0.1485	33.43506
0.149	35.85205
0.1495	40.08179
0.15	48.84338
0.1505	55.49011
0.151	64.35242
0.1515	71.40198
0.152	80.06287
0.1525	78.85437
0.153	74.42322
0.1535	69.1864
0.154	54.48303
0.1545	35.44922
0.155	13.99841
0.1555	-0.30212
0.156	-20.94727
0.1565	-38.06763
0.157	-51.26038
0.1575	-71.30127
0.158	-79.05579
