Daniele_De_Santis_Left_1.c3d  



Time(s):	A_R_bicipite(μV):
0	-6.84814
0.0005	-8.25806
0.001	-10.67505
0.0015	-17.52319
0.002	-16.81824
0.0025	-15.00549
0.003	-16.01257
0.0035	-20.1416
0.004	-22.25647
0.0045	-10.77576
0.005	-11.68213
0.0055	-8.8623
0.006	-7.15027
0.0065	-10.0708
0.007	-5.84106
0.0075	-6.2439
0.008	-2.92053
0.0085	-1.3092
0.009	3.32336
0.0095	-2.92053
0.01	-5.84106
0.0105	-4.63257
0.011	3.42407
0.0115	6.2439
0.012	15.40833
0.0125	17.12036
0.013	18.8324
0.0135	19.13452
0.014	20.84656
0.0145	17.72461
0.015	14.30054
0.0155	9.36584
0.016	8.96301
0.0165	5.94177
0.017	7.75452
0.0175	8.05664
0.018	12.78992
0.0185	3.8269
0.019	23.36426
0.0195	47.63489
0.02	60.62622
0.0205	60.4248
0.021	54.28162
0.0215	37.06055
0.022	20.64514
0.0225	10.17151
0.023	-1.51062
0.0235	-7.75452
0.024	-23.56567
0.0245	-28.19824
0.025	-31.82373
0.0255	-33.03223
0.026	-27.09045
0.0265	-23.8678
0.027	-24.77417
0.0275	-22.86072
0.028	-25.47913
0.0285	-7.04956
0.029	4.22974
0.0295	18.02673
0.03	29.91028
0.0305	39.67896
0.031	31.4209
0.0315	35.44922
0.032	26.28479
0.0325	28.09753
0.033	17.42249
0.0335	15.20691
0.034	16.41541
0.0345	11.78284
0.035	7.35168
0.0355	8.96301
0.036	23.56567
0.0365	14.60266
0.037	7.75452
0.0375	3.7262
0.038	3.7262
0.0385	7.15027
0.039	25.78125
0.0395	38.26904
0.04	47.53418
0.0405	40.58533
0.041	42.59949
0.0415	35.2478
0.042	31.72302
0.0425	25.57983
0.043	17.22107
0.0435	13.39417
0.044	9.06372
0.0445	4.43115
0.045	10.17151
0.0455	2.11487
0.046	-4.83398
0.0465	0.50354
0.047	-3.02124
0.0475	34.44214
0.048	77.14233
0.0485	94.16199
0.049	93.55774
0.0495	75.32959
0.05	54.48303
0.0505	29.10461
0.051	12.78992
0.0515	-11.2793
0.052	-34.14001
0.0525	-49.74976
0.053	-49.14551
0.0535	-47.8363
0.054	-41.29028
0.0545	-35.04639
0.055	-36.95984
0.0555	-41.39099
0.056	-49.24622
0.0565	-50.75684
0.057	-35.44922
0.0575	-24.97559
0.058	-13.69629
0.0585	4.02832
