Niccolo_Morelli_Left_1.c3d  



Time(s):	B_R_bicipite(μV):
0	29.60815
0.0005	30.11169
0.001	34.03931
0.0015	29.70886
0.002	27.39258
0.0025	19.23523
0.003	15.71045
0.0035	10.77576
0.004	11.88354
0.0045	9.16443
0.005	13.797
0.0055	10.77576
0.006	6.2439
0.0065	-0.40283
0.007	-3.52478
0.0075	-3.92761
0.008	-0.10071
0.0085	6.44531
0.009	11.38
0.0095	7.35168
0.01	5.23682
0.0105	1.81274
0.011	6.44531
0.0115	1.00708
0.012	3.92761
0.0125	2.31628
0.013	-2.21558
0.0135	-1.2085
0.014	5.33752
0.0145	11.17859
0.015	0.80566
0.0155	1.40991
0.016	-2.92053
0.0165	-6.2439
0.017	-3.8269
0.0175	-9.56726
0.018	-6.84814
0.0185	-1.40991
0.019	-3.42407
0.0195	-4.43115
0.02	-3.22266
0.0205	-3.12195
0.021	1.61133
0.0215	9.46655
0.022	1.51062
0.0225	13.49487
0.023	9.97009
0.0235	4.63257
0.024	11.88354
0.0245	7.35168
0.025	4.02832
0.0255	5.94177
0.026	12.28638
0.0265	5.23682
0.027	-0.90637
0.0275	-0.90637
0.028	-1.40991
0.0285	-2.41699
0.029	0.20142
0.0295	1.3092
0.03	4.22974
0.0305	2.81982
0.031	3.92761
0.0315	5.74036
0.032	8.66089
0.0325	15.81116
0.033	19.43665
0.0335	19.43665
0.034	20.44373
0.0345	24.06921
0.035	26.3855
0.0355	28.39966
0.036	34.24072
0.0365	31.4209
0.037	30.71594
0.0375	24.67346
0.038	26.3855
0.0385	22.35718
0.039	23.96851
0.0395	24.97559
0.04	21.04797
0.0405	18.42957
0.041	12.38708
0.0415	10.27222
0.042	-0.80566
0.0425	1.3092
0.043	-10.97717
0.0435	-11.58142
0.044	-18.22815
0.0445	-18.02673
0.045	-22.15576
0.0455	-19.03381
0.046	-10.97717
0.0465	-5.63965
0.047	-6.14319
0.0475	-6.64673
0.048	-10.77576
0.0485	-10.47363
0.049	-0.30212
0.0495	-2.71912
0.05	-9.76868
0.0505	-10.27222
0.051	-10.67505
0.0515	-4.33044
0.052	-5.63965
0.0525	-4.73328
0.053	-5.13611
0.0535	1.81274
0.054	-0.30212
0.0545	5.0354
0.055	7.5531
0.0555	7.45239
0.056	9.06372
0.0565	7.65381
0.057	9.86938
0.0575	10.77576
0.058	9.06372
0.0585	11.98425
0.059	9.56726
0.0595	14.80408
0.06	11.58142
0.0605	11.98425
0.061	17.22107
0.0615	13.89771
0.062	10.0708
0.0625	7.5531
0.063	6.14319
0.0635	3.8269
0.064	5.0354
0.0645	2.31628
0.065	-2.41699
0.0655	5.63965
0.066	0.60425
0.0665	1.61133
0.067	5.63965
0.0675	6.74744
0.068	8.25806
0.0685	4.83398
0.069	6.14319
0.0695	-0.10071
0.07	-0.80566
0.0705	1.40991
0.071	1.3092
0.0715	6.3446
0.072	11.38
0.0725	14.60266
0.073	13.89771
0.0735	8.66089
0.074	4.43115
0.0745	8.56018
0.075	9.36584
0.0755	11.88354
0.076	11.58142
0.0765	7.45239
0.077	6.04248
0.0775	8.96301
0.078	14.60266
0.0785	13.69629
0.079	11.38
0.0795	13.99841
0.08	6.94885
0.0805	2.11487
0.081	6.14319
0.0815	4.02832
0.082	4.63257
0.0825	5.53894
0.083	6.04248
0.0835	4.22974
0.084	8.7616
0.0845	3.62549
0.085	7.04956
0.0855	10.17151
0.086	12.08496
0.0865	12.08496
0.087	17.12036
0.0875	14.19983
0.088	22.6593
0.0885	15.60974
0.089	16.3147
0.0895	16.61682
0.09	13.69629
0.0905	12.5885
0.091	14.09912
0.0915	9.76868
0.092	13.99841
0.0925	16.41541
0.093	15.40833
0.0935	18.02673
0.094	22.05505
0.0945	21.45081
0.095	22.25647
0.0955	21.14868
0.096	22.35718
0.0965	20.94727
0.097	23.8678
0.0975	23.76709
0.098	28.19824
0.0985	24.87488
0.099	25.78125
0.0995	22.76001
0.1	19.63806
0.1005	20.64514
0.101	14.70337
0.1015	3.22266
0.102	1.91345
0.1025	-3.22266
0.103	-3.8269
0.1035	-3.02124
0.104	-3.32336
0.1045	-5.94177
0.105	-6.64673
0.1055	-10.0708
0.106	-11.98425
0.1065	-8.25806
0.107	-7.45239
0.1075	-0.70496
0.108	-1.00708
0.1085	3.62549
0.109	5.13611
0.1095	2.41699
0.11	-0.20142
0.1105	2.5177
0.111	5.13611
0.1115	5.94177
0.112	5.33752
0.1125	8.45947
0.113	10.57434
0.1135	6.44531
0.114	5.23682
0.1145	0.10071
0.115	2.5177
0.1155	6.54602
0.116	3.12195
0.1165	-0.70496
0.117	4.33044
0.1175	2.5177
0.118	5.43823
