Gianluca_La_Polta_Left_3.c3d  



Time(s):	B_R_bicipite(μV):
0	0.50354
0.0005	0
0.001	-1.00708
0.0015	1.51062
0.002	2.21558
0.0025	-1.3092
0.003	4.22974
0.0035	11.48071
0.004	9.56726
0.0045	12.78992
0.005	14.09912
0.0055	12.89062
0.006	10.27222
0.0065	11.17859
0.007	10.87646
0.0075	11.88354
0.008	12.99133
0.0085	12.89062
0.009	11.58142
0.0095	10.0708
0.01	10.27222
0.0105	6.74744
0.011	5.53894
0.0115	1.2085
0.012	5.43823
0.0125	0.50354
0.013	-1.00708
0.0135	0.60425
0.014	-1.40991
0.0145	10.57434
0.015	50.354
0.0155	76.43738
0.016	84.39331
0.0165	87.21313
0.017	71.50269
0.0175	52.67029
0.018	36.35559
0.0185	17.12036
0.019	1.00708
0.0195	-11.88354
0.02	-16.41541
0.0205	-26.08337
0.021	-21.85364
0.0215	-20.1416
0.022	-19.53735
0.0225	-18.93311
0.023	1.40991
0.0235	38.16833
0.024	59.31702
0.0245	67.47437
0.025	67.67578
0.0255	50.95825
0.026	29.91028
0.0265	4.33044
0.027	-20.44373
0.0275	-39.67896
0.028	-53.27454
0.0285	-58.20923
0.029	-65.76233
0.0295	-71.50269
0.03	-66.46729
0.0305	-61.23047
0.031	-50.15259
0.0315	-44.21082
0.032	-30.51453
0.0325	-22.86072
0.033	-14.60266
0.0335	-16.01257
0.034	-14.30054
0.0345	-8.7616
0.035	-7.45239
0.0355	-9.06372
0.036	-12.48779
0.0365	-5.33752
0.037	-3.52478
0.0375	-3.02124
0.038	-4.83398
0.0385	-5.13611
0.039	0.50354
0.0395	-2.01416
0.04	-4.22974
0.0405	-5.63965
0.041	-6.54602
0.0415	1.00708
0.042	3.12195
0.0425	8.25806
0.043	2.5177
0.0435	7.45239
0.044	6.74744
0.0445	9.46655
0.045	6.84814
0.0455	8.66089
0.046	6.2439
0.0465	12.08496
0.047	6.94885
0.0475	6.2439
0.048	13.19275
0.0485	9.86938
0.049	8.8623
0.0495	6.64673
0.05	4.02832
0.0505	0.60425
0.051	7.35168
0.0515	9.46655
0.052	3.52478
0.0525	7.5531
0.053	6.3446
0.0535	11.48071
0.054	6.2439
0.0545	5.94177
0.055	3.52478
0.0555	5.94177
0.056	7.65381
0.0565	4.43115
0.057	9.36584
0.0575	6.04248
0.058	8.8623
0.0585	5.23682
0.059	4.43115
0.0595	1.3092
0.06	2.21558
0.0605	2.11487
0.061	5.53894
0.0615	11.07788
0.062	18.32886
0.0625	15.91187
0.063	15.20691
0.0635	14.50195
0.064	15.50903
0.0645	16.61682
0.065	17.32178
0.0655	15.40833
0.066	7.15027
0.0665	8.35876
0.067	11.07788
0.0675	11.68213
0.068	13.19275
0.0685	14.70337
0.069	10.17151
0.0695	11.98425
0.07	14.90479
0.0705	9.16443
0.071	8.8623
0.0715	7.25098
0.072	4.22974
0.0725	9.46655
0.073	1.51062
0.0735	3.42407
0.074	-1.51062
0.0745	0.90637
0.075	-4.22974
0.0755	1.91345
0.076	-5.13611
0.0765	-2.41699
0.077	-3.92761
0.0775	-0.40283
0.078	-4.93469
0.0785	-3.92761
0.079	1.10779
0.0795	-1.40991
0.08	4.93469
0.0805	3.42407
0.081	6.3446
0.0815	6.2439
0.082	6.44531
