Gianluca_La_Polta_Left_2.c3d  



Time(s):	B_R_bicipite(μV):
0	4.12903
0.0005	6.3446
0.001	6.3446
0.0015	4.02832
0.002	2.41699
0.0025	-3.32336
0.003	4.22974
0.0035	3.92761
0.004	3.22266
0.0045	2.81982
0.005	-1.2085
0.0055	3.32336
0.006	5.53894
0.0065	-1.81274
0.007	2.5177
0.0075	5.74036
0.008	-0.70496
0.0085	5.84106
0.009	5.0354
0.0095	6.3446
0.01	8.7616
0.0105	4.33044
0.011	8.15735
0.0115	11.48071
0.012	10.57434
0.0125	7.85522
0.013	9.36584
0.0135	9.76868
0.014	8.25806
0.0145	7.25098
0.015	3.8269
0.0155	12.68921
0.016	9.76868
0.0165	6.3446
0.017	8.7616
0.0175	2.61841
0.018	3.92761
0.0185	6.94885
0.019	8.8623
0.0195	9.56726
0.02	10.17151
0.0205	6.84814
0.021	8.35876
0.0215	8.45947
0.022	6.64673
0.0225	11.07788
0.023	4.53186
0.0235	7.25098
0.024	6.14319
0.0245	8.56018
0.025	12.28638
0.0255	7.45239
0.026	4.33044
0.0265	3.8269
0.027	9.36584
0.0275	9.66797
0.028	2.01416
0.0285	4.43115
0.029	7.04956
0.0295	14.19983
0.03	8.66089
0.0305	4.12903
0.031	4.63257
0.0315	7.75452
0.032	7.45239
0.0325	5.43823
0.033	9.46655
0.0335	2.21558
0.034	2.81982
0.0345	6.14319
0.035	7.15027
0.0355	6.3446
0.036	10.0708
0.0365	8.05664
0.037	8.8623
0.0375	7.15027
0.038	8.66089
0.0385	7.5531
0.039	6.2439
0.0395	4.63257
0.04	7.5531
0.0405	7.25098
0.041	6.54602
0.0415	5.63965
0.042	10.37292
0.0425	6.54602
0.043	8.96301
0.0435	7.65381
0.044	11.78284
0.0445	5.74036
0.045	3.52478
0.0455	0.40283
0.046	7.25098
0.0465	4.43115
0.047	8.56018
0.0475	10.57434
0.048	11.88354
0.0485	10.57434
0.049	11.78284
0.0495	9.66797
0.05	6.94885
0.0505	9.26514
0.051	10.97717
0.0515	11.2793
0.052	10.87646
0.0525	13.59558
0.053	9.06372
0.0535	6.94885
0.054	2.5177
0.0545	4.43115
0.055	4.73328
0.0555	5.53894
0.056	5.94177
0.0565	8.15735
0.057	4.63257
0.0575	2.5177
0.058	0.80566
0.0585	6.84814
0.059	8.15735
0.0595	3.62549
0.06	6.04248
0.0605	-1.00708
0.061	3.92761
0.0615	1.61133
0.062	0.70496
0.0625	-2.11487
0.063	7.65381
0.0635	2.92053
0.064	5.74036
0.0645	1.91345
0.065	-0.80566
0.0655	0.50354
0.066	5.43823
0.0665	3.62549
0.067	3.8269
0.0675	5.94177
0.068	3.62549
0.0685	3.92761
0.069	6.94885
0.0695	4.73328
0.07	1.81274
0.0705	-3.12195
0.071	6.14319
0.0715	1.71204
0.072	1.2085
0.0725	2.81982
0.073	3.7262
0.0735	3.12195
0.074	2.01416
0.0745	3.02124
0.075	3.32336
0.0755	2.01416
0.076	7.5531
0.0765	5.13611
0.077	5.33752
0.0775	0.40283
0.078	3.32336
0.0785	8.05664
0.079	7.04956
0.0795	3.52478
0.08	7.85522
0.0805	9.26514
0.081	5.63965
0.0815	7.5531
0.082	5.53894
0.0825	6.94885
0.083	6.94885
0.0835	2.61841
0.084	4.33044
0.0845	7.95593
0.085	6.14319
0.0855	11.17859
0.086	6.04248
0.0865	2.01416
0.087	9.46655
0.0875	7.15027
0.088	3.62549
0.0885	2.11487
0.089	8.7616
0.0895	5.33752
0.09	8.56018
0.0905	9.26514
0.091	3.7262
0.0915	7.75452
0.092	4.53186
0.0925	7.04956
0.093	6.54602
0.0935	6.14319
0.094	4.73328
0.0945	7.5531
0.095	7.75452
0.0955	6.74744
0.096	4.43115
0.0965	9.26514
0.097	7.85522
0.0975	5.23682
0.098	3.02124
0.0985	4.83398
0.099	3.02124
0.0995	7.35168
0.1	7.35168
0.1005	2.01416
0.101	8.05664
0.1015	10.67505
0.102	6.94885
0.1025	6.94885
0.103	2.81982
0.1035	2.21558
0.104	3.12195
0.1045	7.15027
0.105	7.5531
0.1055	2.61841
0.106	5.63965
0.1065	3.22266
0.107	2.5177
0.1075	3.52478
0.108	1.3092
0.1085	3.12195
0.109	5.74036
0.1095	7.04956
0.11	5.74036
0.1105	3.62549
0.111	-0.70496
0.1115	0.60425
0.112	-2.41699
0.1125	-3.42407
0.113	5.74036
0.1135	2.92053
0.114	2.11487
0.1145	1.2085
0.115	1.91345
0.1155	2.61841
0.116	8.66089
0.1165	6.2439
0.117	3.32336
0.1175	2.92053
0.118	3.62549
0.1185	6.2439
0.119	4.43115
0.1195	9.26514
0.12	8.8623
0.1205	4.33044
0.121	4.33044
0.1215	5.0354
0.122	7.45239
0.1225	4.53186
0.123	6.64673
0.1235	5.13611
0.124	6.84814
0.1245	7.35168
0.125	5.74036
0.1255	5.33752
0.126	7.35168
0.1265	5.84106
0.127	0.70496
0.1275	5.13611
0.128	3.7262
0.1285	-0.70496
0.129	4.43115
0.1295	4.43115
0.13	10.87646
0.1305	5.43823
0.131	-1.10779
0.1315	5.43823
0.132	3.22266
0.1325	-0.10071
0.133	0.60425
0.1335	4.43115
0.134	3.22266
0.1345	4.63257
0.135	5.43823
0.1355	4.22974
0.136	2.61841
0.1365	0.90637
0.137	2.41699
0.1375	4.33044
0.138	4.33044
0.1385	4.12903
0.139	1.71204
0.1395	4.02832
0.14	4.22974
0.1405	4.12903
0.141	0.60425
0.1415	0.70496
0.142	0.20142
0.1425	5.74036
0.143	9.97009
0.1435	10.27222
0.144	3.92761
0.1445	3.02124
0.145	5.94177
0.1455	6.44531
0.146	8.35876
0.1465	3.8269
0.147	6.84814
0.1475	6.94885
0.148	2.11487
0.1485	3.52478
0.149	7.04956
0.1495	7.35168
0.15	10.97717
0.1505	5.13611
0.151	5.13611
0.1515	4.33044
0.152	5.33752
0.1525	4.83398
0.153	3.12195
0.1535	3.22266
0.154	4.63257
0.1545	8.05664
0.155	4.93469
0.1555	7.04956
0.156	3.22266
0.1565	7.45239
0.157	8.35876
0.1575	6.44531
0.158	2.61841
0.1585	9.26514
0.159	4.43115
0.1595	6.44531
0.16	9.06372
0.1605	3.22266
0.161	5.94177
0.1615	7.25098
0.162	4.53186
0.1625	2.41699
0.163	8.05664
0.1635	4.93469
0.164	3.02124
0.1645	4.43115
0.165	4.63257
0.1655	3.12195
0.166	4.02832
0.1665	2.61841
0.167	5.0354
0.1675	3.22266
0.168	8.45947
0.1685	8.7616
0.169	8.56018
0.1695	7.15027
0.17	5.84106
0.1705	1.81274
0.171	3.62549
0.1715	3.12195
0.172	5.33752
0.1725	11.88354
0.173	3.12195
0.1735	2.5177
0.174	2.71912
0.1745	8.45947
