Christian_Larivera_Left_2.c3d  



Time(s):	A_L_bicipite(μV):
0	48.44055
0.0005	37.86621
0.001	25.98267
0.0015	13.29346
0.002	4.02832
0.0025	-9.56726
0.003	-11.98425
0.0035	-20.94727
0.004	-5.43823
0.0045	18.93311
0.005	36.75842
0.0055	41.08887
0.006	40.58533
0.0065	30.91736
0.007	23.56567
0.0075	18.12744
0.008	2.61841
0.0085	-3.32336
0.009	-13.89771
0.0095	-30.41382
0.01	-36.85913
0.0105	-33.63647
0.011	-31.92444
0.0115	-26.88904
0.012	-28.29895
0.0125	-15.71045
0.013	-15.50903
0.0135	-13.797
0.014	-10.77576
0.0145	-3.8269
0.015	4.93469
0.0155	5.63965
0.016	4.93469
0.0165	11.07788
0.017	14.19983
0.0175	13.99841
0.018	9.06372
0.0185	7.35168
0.019	4.73328
0.0195	2.71912
0.02	-0.40283
0.0205	-0.70496
0.021	4.93469
0.0215	5.13611
0.022	4.93469
0.0225	6.44531
0.023	8.56018
0.0235	11.07788
0.024	16.01257
0.0245	17.22107
0.025	13.29346
0.0255	11.98425
0.026	11.07788
0.0265	9.76868
0.027	7.85522
0.0275	10.97717
0.028	12.78992
0.0285	15.00549
0.029	12.28638
0.0295	21.04797
0.03	15.71045
0.0305	14.80408
0.031	11.88354
0.0315	6.94885
0.032	15.81116
0.0325	16.21399
0.033	15.50903
0.0335	10.57434
0.034	11.78284
0.0345	10.77576
0.035	9.06372
0.0355	14.90479
0.036	10.47363
0.0365	9.56726
0.037	11.98425
0.0375	8.15735
0.038	7.35168
0.0385	1.61133
0.039	-1.51062
0.0395	2.92053
0.04	5.13611
0.0405	-2.31628
0.041	0.20142
0.0415	0.70496
0.042	2.5177
0.0425	-0.10071
0.043	4.33044
0.0435	2.81982
0.044	3.7262
0.0445	8.8623
0.045	4.93469
0.0455	5.74036
0.046	9.56726
0.0465	5.23682
0.047	13.99841
0.0475	15.1062
0.048	12.99133
0.0485	7.35168
0.049	12.78992
0.0495	4.43115
0.05	6.44531
0.0505	2.21558
0.051	2.01416
0.0515	-0.70496
0.052	1.51062
0.0525	-1.3092
0.053	1.71204
0.0535	5.23682
0.054	-0.50354
0.0545	0.60425
0.055	6.3446
0.0555	4.93469
0.056	0.80566
0.0565	4.83398
0.057	2.21558
0.0575	2.81982
0.058	8.25806
0.0585	6.64673
0.059	0.60425
0.0595	5.13611
0.06	5.94177
0.0605	6.54602
0.061	7.15027
0.0615	11.38
0.062	22.45789
0.0625	34.84497
0.063	36.65771
0.0635	32.22656
0.064	29.50745
0.0645	28.70178
0.065	20.84656
0.0655	19.23523
0.066	14.30054
0.0665	10.37292
0.067	6.94885
0.0675	8.15735
0.068	2.71912
0.0685	-1.61133
0.069	-5.13611
0.0695	-7.65381
0.07	-8.45947
0.0705	-13.19275
0.071	-13.89771
0.0715	-15.50903
0.072	-17.32178
0.0725	-15.00549
0.073	-11.48071
0.0735	-5.94177
0.074	-5.94177
0.0745	-0.20142
0.075	-4.43115
0.0755	-2.31628
0.076	4.02832
0.0765	5.0354
0.077	9.26514
0.0775	9.46655
0.078	8.56018
0.0785	5.43823
0.079	9.76868
0.0795	10.67505
0.08	5.74036
0.0805	14.40125
0.081	17.12036
0.0815	12.28638
0.082	18.63098
0.0825	32.83081
0.083	41.4917
