Alex_Venditti_Right_1.c3d  



Time(s):	C_L_bicipite(μV):
0	-3.92761
0.0005	-16.61682
0.001	-12.5885
0.0015	-17.72461
0.002	-13.797
0.0025	-16.41541
0.003	-18.53027
0.0035	-15.00549
0.004	-8.56018
0.0045	-8.96301
0.005	-5.43823
0.0055	4.02832
0.006	6.44531
0.0065	9.06372
0.007	4.53186
0.0075	3.12195
0.008	6.04248
0.0085	8.7616
0.009	8.7616
0.0095	3.7262
0.01	2.71912
0.0105	3.12195
0.011	5.74036
0.0115	-0.30212
0.012	-2.61841
0.0125	-3.12195
0.013	0.60425
0.0135	-0.70496
0.014	4.63257
0.0145	1.10779
0.015	-1.91345
0.0155	5.0354
0.016	10.67505
0.0165	7.5531
0.017	1.2085
0.0175	3.7262
0.018	1.71204
0.0185	1.91345
0.019	2.01416
0.0195	0
0.02	0.90637
0.0205	5.13611
0.021	6.74744
0.0215	6.04248
0.022	8.45947
0.0225	1.2085
0.023	-4.22974
0.0235	0.90637
0.024	1.71204
0.0245	-2.31628
0.025	-6.3446
0.0255	-3.7262
0.026	-5.33752
0.0265	-8.05664
0.027	-3.32336
0.0275	-0.90637
0.028	3.02124
0.0285	3.52478
0.029	9.36584
0.0295	13.19275
0.03	8.05664
0.0305	8.66089
0.031	4.12903
0.0315	2.21558
0.032	5.23682
0.0325	-2.21558
0.033	-4.02832
0.0335	-12.28638
0.034	-23.06213
0.0345	-25.07629
0.035	-28.9032
0.0355	-18.53027
0.036	-11.07788
0.0365	-15.00549
0.037	-12.48779
0.0375	-4.33044
0.038	-1.91345
0.0385	-1.61133
0.039	-7.25098
0.0395	-8.35876
0.04	-5.74036
0.0405	0.70496
0.041	-4.43115
0.0415	-8.15735
0.042	-1.51062
0.0425	-3.22266
0.043	-0.30212
0.0435	-6.2439
0.044	-15.71045
0.0445	-21.24939
0.045	-20.44373
0.0455	-19.33594
0.046	-16.21399
0.0465	-17.6239
0.047	-12.99133
0.0475	-17.42249
0.048	-12.99133
0.0485	-7.75452
0.049	-10.37292
0.0495	0.60425
0.05	2.81982
0.0505	4.53186
0.051	1.51062
0.0515	0.70496
0.052	-4.53186
0.0525	-8.56018
0.053	-6.84814
0.0535	-11.88354
0.054	-3.92761
0.0545	-1.00708
0.055	1.91345
0.0555	0.70496
