Franco_Uliana_Right_2.c3d  



Time(s):	A_R_bicipite(μV):
0	4.43115
0.0005	4.93469
0.001	1.10779
0.0015	1.00708
0.002	-2.71912
0.0025	3.22266
0.003	7.65381
0.0035	10.97717
0.004	12.5885
0.0045	8.45947
0.005	9.06372
0.0055	10.47363
0.006	1.71204
0.0065	2.21558
0.007	4.22974
0.0075	7.45239
0.008	8.56018
0.0085	10.27222
0.009	8.45947
0.0095	0.20142
0.01	1.81274
0.0105	5.23682
0.011	6.3446
0.0115	12.08496
0.012	3.92761
0.0125	7.95593
0.013	3.62549
0.0135	4.93469
0.014	1.3092
0.0145	9.46655
0.015	3.22266
0.0155	3.12195
0.016	-0.10071
0.0165	8.25806
0.017	7.04956
0.0175	0.30212
0.018	0
0.0185	5.53894
0.019	-0.30212
0.0195	3.52478
0.02	6.74744
0.0205	5.84106
0.021	2.5177
0.0215	3.02124
0.022	6.14319
0.0225	1.81274
0.023	3.62549
0.0235	9.06372
0.024	10.27222
0.0245	4.73328
0.025	6.84814
0.0255	2.11487
0.026	7.15027
0.0265	5.23682
0.027	8.45947
0.0275	7.04956
0.028	6.14319
0.0285	10.37292
0.029	13.09204
0.0295	3.32336
0.03	11.48071
0.0305	0.90637
0.031	6.74744
0.0315	1.2085
0.032	8.66089
0.0325	7.85522
0.033	7.15027
0.0335	7.75452
0.034	4.83398
0.0345	5.94177
0.035	7.5531
0.0355	4.83398
0.036	4.22974
0.0365	6.14319
0.037	1.81274
0.0375	0.30212
0.038	0.40283
0.0385	9.36584
0.039	9.76868
0.0395	5.63965
0.04	9.97009
0.0405	10.67505
0.041	11.38
0.0415	7.04956
0.042	12.78992
0.0425	8.25806
0.043	9.56726
0.0435	5.84106
0.044	8.96301
0.0445	11.07788
0.045	9.86938
0.0455	12.99133
0.046	8.8623
0.0465	10.17151
0.047	5.94177
0.0475	6.74744
0.048	3.7262
0.0485	3.42407
0.049	3.32336
0.0495	7.95593
0.05	5.33752
0.0505	2.92053
0.051	-0.20142
0.0515	8.8623
0.052	6.84814
0.0525	0.70496
0.053	7.04956
0.0535	7.5531
0.054	6.04248
0.0545	0.20142
0.055	7.95593
0.0555	3.92761
0.056	0.70496
0.0565	7.5531
0.057	5.63965
0.0575	7.15027
0.058	0.40283
0.0585	3.42407
0.059	7.85522
0.0595	5.0354
0.06	2.81982
0.0605	9.86938
0.061	6.3446
0.0615	5.84106
0.062	5.43823
0.0625	8.15735
0.063	7.04956
0.0635	6.04248
0.064	10.0708
0.0645	11.17859
0.065	6.94885
0.0655	3.02124
0.066	1.91345
0.0665	9.16443
0.067	8.56018
0.0675	6.94885
0.068	6.74744
0.0685	7.04956
0.069	5.0354
0.0695	0.20142
0.07	2.41699
0.0705	5.63965
0.071	4.33044
0.0715	7.04956
0.072	2.92053
0.0725	2.92053
0.073	7.95593
0.0735	6.3446
0.074	3.02124
0.0745	0.90637
0.075	7.04956
