Francesco_Luisi_Left_2.c3d  



Time(s):	A_L_bicipite(μV):
0	-34.24072
0.0005	-36.4563
0.001	-38.47046
0.0015	-45.11719
0.002	-42.59949
0.0025	-34.03931
0.003	-37.7655
0.0035	-36.65771
0.004	-30.91736
0.0045	-24.47205
0.005	-20.44373
0.0055	-20.74585
0.006	-12.48779
0.0065	-7.75452
0.007	-10.47363
0.0075	-13.99841
0.008	-14.40125
0.0085	-20.24231
0.009	-20.04089
0.0095	-22.86072
0.01	-16.81824
0.0105	-8.05664
0.011	38.77258
0.0115	67.17224
0.012	76.43738
0.0125	72.40906
0.013	60.22339
0.0135	42.19666
0.014	22.15576
0.0145	3.52478
0.015	-8.66089
0.0155	-14.80408
0.016	-26.78833
0.0165	-21.95435
0.017	-6.54602
0.0175	-7.95593
0.018	2.71912
0.0185	4.93469
0.019	14.30054
0.0195	11.17859
0.02	11.07788
0.0205	14.60266
0.021	12.78992
0.0215	15.40833
0.022	17.42249
0.0225	20.54443
0.023	15.81116
0.0235	23.16284
0.024	22.05505
0.0245	12.38708
0.025	5.84106
0.0255	15.40833
0.026	27.59399
0.0265	29.80957
0.027	32.83081
0.0275	22.45789
0.028	13.89771
0.0285	5.74036
0.029	0.70496
0.0295	-2.01416
0.03	-5.13611
0.0305	-4.22974
0.031	-1.61133
0.0315	3.12195
0.032	6.54602
0.0325	2.21558
0.033	1.2085
0.0335	-4.63257
0.034	27.79541
0.0345	51.15967
0.035	65.86304
0.0355	51.05896
0.036	25.27771
0.0365	2.01416
0.037	2.31628
0.0375	29.91028
0.038	38.36975
0.0385	29.10461
0.039	20.94727
0.0395	5.13611
0.04	-1.40991
0.0405	-15.20691
0.041	-25.68054
0.0415	-35.95276
0.042	-39.77966
0.0425	-41.39099
0.043	-37.96692
0.0435	-34.64355
0.044	-19.23523
0.0445	2.11487
0.045	32.62939
0.0455	46.5271
0.046	46.12427
0.0465	46.22498
0.047	45.62073
0.0475	43.30444
0.048	40.58533
0.0485	30.11169
0.049	21.45081
0.0495	16.51611
0.05	14.80408
0.0505	15.20691
0.051	17.52319
0.0515	15.20691
0.052	11.17859
0.0525	19.23523
0.053	15.00549
0.0535	16.91895
0.054	18.53027
0.0545	13.797
0.055	12.68921
0.0555	2.01416
0.056	-5.43823
0.0565	-9.16443
0.057	0
0.0575	6.14319
0.058	6.54602
0.0585	-5.84106
0.059	-12.78992
0.0595	-13.39417
0.06	-1.91345
0.0605	-5.0354
0.061	-3.92761
0.0615	-9.76868
0.062	-6.2439
0.0625	-6.54602
0.063	-12.48779
0.0635	-12.28638
0.064	-12.38708
0.0645	-14.09912
0.065	-22.35718
0.0655	-39.67896
0.066	-45.92285
0.0665	-50.95825
0.067	-46.72852
0.0675	-36.15417
0.068	-19.13452
0.0685	-11.68213
0.069	-2.21558
0.0695	4.33044
0.07	12.68921
0.0705	14.19983
0.071	17.82532
0.0715	13.89771
0.072	17.52319
0.0725	19.43665
0.073	15.71045
0.0735	15.81116
0.074	5.74036
0.0745	-1.61133
0.075	-7.95593
0.0755	-5.43823
0.076	1.81274
0.0765	10.0708
0.077	4.83398
0.0775	8.7616
0.078	13.29346
0.0785	45.52002
0.079	60.72693
0.0795	60.92834
0.08	59.41772
0.0805	48.33984
0.081	41.79382
0.0815	36.55701
0.082	25.57983
0.0825	17.22107
0.083	13.797
0.0835	8.96301
0.084	13.49487
0.0845	20.54443
0.085	25.27771
0.0855	33.63647
0.086	38.06763
0.0865	47.33276
0.087	36.05347
0.0875	21.14868
0.088	16.51611
0.0885	9.06372
0.089	5.33752
0.0895	4.12903
0.09	-8.96301
0.0905	-12.68921
0.091	-25.88196
0.0915	-34.84497
0.092	-41.18958
0.0925	-40.58533
0.093	-42.49878
0.0935	-39.27612
0.094	-34.14001
0.0945	-27.59399
0.095	-17.12036
0.0955	-12.38708
0.096	-12.89062
0.0965	-7.45239
0.097	3.02124
0.0975	13.29346
0.098	13.69629
0.0985	7.75452
0.099	11.2793
0.0995	1.00708
0.1	-5.53894
0.1005	-7.04956
0.101	-12.48779
0.1015	-7.5531
0.102	-5.63965
0.1025	-10.97717
0.103	-7.85522
0.1035	-3.62549
0.104	-2.61841
0.1045	-0.30212
0.105	2.41699
0.1055	5.94177
0.106	9.36584
0.1065	18.22815
0.107	57.10144
0.1075	76.43738
0.108	78.95508
0.1085	61.83472
0.109	33.43506
0.1095	-1.10779
0.11	-32.52869
0.1105	-72.9126
0.111	-121.45386
0.1115	-150.65918
0.112	-147.83936
0.1125	-114.20288
0.113	-77.74658
0.1135	-51.05896
0.114	-25.68054
0.1145	18.02673
0.115	50.45471
0.1155	60.02197
0.116	63.14392
0.1165	58.91418
0.117	91.64429
0.1175	124.87793
0.118	143.3075
0.1185	133.23669
0.119	123.66943
0.1195	95.87402
0.12	76.13525
0.1205	48.74268
0.121	13.59558
0.1215	-11.2793
0.122	-21.24939
0.1225	-35.2478
0.123	-48.94409
0.1235	-45.62073
0.124	-44.0094
0.1245	-27.09045
0.125	-16.51611
0.1255	-12.48779
0.126	-23.16284
0.1265	-20.04089
0.127	-16.3147
0.1275	1.10779
0.128	4.33044
0.1285	13.29346
0.129	11.98425
0.1295	7.5531
0.13	5.53894
0.1305	0.10071
0.131	-3.12195
0.1315	4.63257
0.132	8.7616
0.1325	0.80566
0.133	-3.12195
0.1335	-2.5177
0.134	6.14319
0.1345	8.56018
0.135	6.3446
0.1355	-3.7262
0.136	-3.8269
0.1365	7.35168
0.137	18.8324
0.1375	28.19824
0.138	29.40674
0.1385	27.39258
0.139	44.91577
0.1395	63.44604
0.14	53.97949
0.1405	29.50745
0.141	4.22974
0.1415	-9.76868
0.142	-24.47205
0.1425	-38.77258
0.143	-45.3186
0.1435	-35.44922
0.144	-23.96851
0.1445	-16.41541
0.145	-9.66797
0.1455	-11.2793
0.146	-14.50195
0.1465	-12.18567
0.147	-12.68921
0.1475	-6.14319
0.148	-10.17151
0.1485	-0.50354
0.149	15.20691
0.1495	23.06213
0.15	23.06213
0.1505	39.47754
0.151	40.68604
0.1515	45.11719
0.152	41.99524
0.1525	40.68604
0.153	42.90161
0.1535	42.39807
0.154	41.39099
0.1545	38.77258
0.155	34.24072
0.1555	26.58691
0.156	35.04639
0.1565	33.23364
0.157	32.12585
0.1575	29.40674
0.158	25.98267
0.1585	28.80249
0.159	34.03931
0.1595	42.29736
0.16	44.21082
0.1605	45.01648
0.161	32.7301
0.1615	22.76001
0.162	5.94177
0.1625	-1.40991
0.163	-0.70496
0.1635	-1.10779
0.164	0.60425
0.1645	3.42407
0.165	-0.20142
0.1655	-5.84106
0.166	-13.19275
0.1665	-16.11328
0.167	-15.50903
0.1675	-5.84106
0.168	25.47913
0.1685	37.46338
0.169	29.80957
0.1695	7.04956
0.17	-3.42407
0.1705	-13.49487
0.171	-26.18408
0.1715	-35.44922
0.172	-32.22656
0.1725	-31.21948
0.173	-31.82373
0.1735	-38.36975
0.174	-44.41223
0.1745	-49.0448
0.175	-70.59631
0.1755	-100.90942
0.176	-112.59155
0.1765	-109.4696
0.177	-101.11084
0.1775	-76.94092
0.178	-59.41772
0.1785	-38.47046
0.179	0.70496
0.1795	60.12268
0.18	93.65845
0.1805	100.00305
0.181	94.86694
0.1815	68.48145
0.182	42.8009
0.1825	20.1416
0.183	8.96301
0.1835	-3.42407
0.184	-19.83948
0.1845	-16.21399
0.185	-6.2439
0.1855	8.15735
0.186	30.31311
0.1865	46.62781
0.187	54.88586
0.1875	55.18799
0.188	51.46179
0.1885	52.56958
0.189	54.48303
0.1895	50.55542
0.19	63.84888
0.1905	70.79773
0.191	68.17932
0.1915	54.0802
0.192	29.30603
0.1925	12.28638
0.193	-0.80566
0.1935	-13.59558
0.194	-24.57275
0.1945	-21.75293
0.195	-9.06372
0.1955	-13.99841
0.196	-9.56726
0.1965	-16.11328
0.197	-19.03381
0.1975	-19.23523
0.198	-23.56567
0.1985	-27.59399
0.199	-15.81116
0.1995	-7.15027
0.2	-7.15027
0.2005	-5.53894
0.201	-9.26514
0.2015	-11.48071
0.202	-10.67505
0.2025	-4.93469
0.203	-6.84814
0.2035	-5.84106
0.204	-1.10779
0.2045	-4.33044
0.205	-0.80566
0.2055	2.01416
0.206	0.90637
0.2065	-3.42407
0.207	-4.73328
0.2075	-8.7616
0.208	-1.61133
0.2085	-9.46655
0.209	-7.35168
0.2095	-1.91345
0.21	-23.46497
0.2105	-33.9386
0.211	-36.25488
0.2115	-40.48462
0.212	-38.87329
0.2125	-32.83081
0.213	-25.68054
0.2135	-8.56018
0.214	-3.32336
0.2145	7.85522
0.215	21.45081
0.2155	22.96143
0.216	25.78125
0.2165	20.44373
0.217	26.3855
0.2175	31.62231
0.218	41.08887
0.2185	32.7301
0.219	28.19824
0.2195	19.33594
0.22	13.89771
0.2205	10.87646
0.221	12.99133
0.2215	13.89771
0.222	14.19983
0.2225	16.41541
0.223	10.77576
0.2235	13.69629
0.224	10.57434
0.2245	12.99133
0.225	14.09912
0.2255	4.63257
0.226	-10.57434
0.2265	-30.61523
0.227	-56.09436
0.2275	-76.13525
0.228	-83.08411
0.2285	-77.84729
0.229	-50.354
0.2295	-35.54993
0.23	-27.59399
0.2305	-13.39417
0.231	4.73328
0.2315	15.50903
0.232	24.47205
0.2325	33.43506
0.233	30.61523
0.2335	58.00781
0.234	93.85986
0.2345	118.43262
0.235	129.71191
0.2355	117.82837
0.236	104.13208
0.2365	91.44287
0.237	60.4248
0.2375	48.84338
0.238	47.8363
0.2385	41.4917
0.239	24.27063
0.2395	12.08496
0.24	3.52478
0.2405	10.17151
0.241	12.08496
0.2415	12.48779
0.242	6.84814
0.2425	7.04956
0.243	10.87646
0.2435	11.88354
0.244	12.68921
0.2445	1.91345
0.245	1.81274
0.2455	-4.73328
0.246	0.30212
0.2465	6.2439
0.247	-2.11487
0.2475	0.50354
0.248	-0.70496
0.2485	-5.13611
0.249	-5.74036
0.2495	-12.68921
0.25	-22.76001
0.2505	-33.23364
0.251	-42.39807
0.2515	-67.77649
0.252	-94.16199
0.2525	-110.47668
0.253	-112.08801
0.2535	-108.1604
0.254	-88.62305
0.2545	-69.38782
0.255	-43.40515
0.2555	-15.91187
0.256	16.41541
0.2565	35.85205
0.257	43.60657
0.2575	56.09436
0.258	65.15808
0.2585	67.17224
0.259	59.51843
0.2595	51.05896
0.26	37.16125
0.2605	29.40674
0.261	13.39417
0.2615	4.12903
0.262	12.08496
0.2625	19.73877
0.263	24.97559
0.2635	20.84656
0.264	22.15576
0.2645	30.81665
0.265	30.91736
0.2655	31.82373
0.266	29.91028
0.2665	26.08337
0.267	11.98425
0.2675	-1.81274
0.268	-3.12195
0.2685	-6.44531
0.269	-3.22266
0.2695	3.92761
0.27	4.73328
0.2705	-0.20142
0.271	0.20142
0.2715	27.29187
0.272	50.45471
0.2725	62.9425
0.273	77.948
0.2735	75.32959
0.274	66.87012
0.2745	46.72852
0.275	24.16992
0.2755	7.25098
0.276	-14.40125
0.2765	-28.70178
0.277	-35.85205
0.2775	-49.44763
0.278	-50.2533
0.2785	-49.24622
0.279	-60.72693
0.2795	-66.26587
0.28	-66.6687
0.2805	-58.30994
0.281	-50.15259
0.2815	-44.41223
0.282	-26.78833
0.2825	-19.13452
0.283	-10.97717
0.2835	-7.25098
0.284	-9.86938
0.2845	-9.66797
0.285	-6.84814
0.2855	-10.77576
0.286	-14.30054
0.2865	-13.99841
0.287	-11.78284
0.2875	-15.91187
0.288	-17.52319
0.2885	-16.61682
0.289	-10.87646
0.2895	-7.45239
0.29	-2.71912
0.2905	2.92053
0.291	13.19275
0.2915	19.83948
0.292	19.33594
0.2925	27.39258
0.293	33.9386
0.2935	28.70178
0.294	33.73718
0.2945	22.45789
0.295	-0.40283
0.2955	-17.22107
0.296	-45.62073
0.2965	-53.47595
0.297	-52.97241
0.2975	-54.78516
0.298	-41.39099
0.2985	-21.65222
0.299	-24.06921
0.2995	-23.66638
0.3	-25.47913
0.3005	-18.93311
0.301	-9.97009
0.3015	2.11487
0.302	18.42957
0.3025	39.27612
0.303	52.06604
0.3035	50.75684
0.304	28.39966
0.3045	17.12036
0.305	16.71753
0.3055	10.97717
0.306	-1.51062
0.3065	4.43115
0.307	20.74585
0.3075	31.4209
0.308	48.33984
0.3085	64.151
0.309	62.23755
0.3095	72.20764
0.31	75.12817
0.3105	62.9425
0.311	61.02905
0.3115	57.8064
0.312	51.05896
0.3125	42.19666
0.313	31.01807
0.3135	3.22266
0.314	-17.92603
0.3145	-28.80249
0.315	-31.32019
0.3155	-32.83081
0.316	4.12903
