Alessio_Russo_Right_1.c3d  



Time(s):	A_R_bicipite(μV):
0	-4.43115
0.0005	-0.50354
0.001	-6.44531
0.0015	-1.51062
0.002	4.73328
0.0025	-3.62549
0.003	-6.44531
0.0035	-9.86938
0.004	-15.20691
0.0045	-29.91028
0.005	-37.46338
0.0055	-37.26196
0.006	-37.56409
0.0065	-33.33435
0.007	-24.06921
0.0075	-18.53027
0.008	-7.85522
0.0085	-5.63965
0.009	4.33044
0.0095	6.54602
0.01	4.93469
0.0105	3.92761
0.011	7.75452
0.0115	3.42407
0.012	0.50354
0.0125	5.53894
0.013	6.2439
0.0135	3.8269
0.014	-23.36426
0.0145	-46.42639
0.015	-70.79773
0.0155	-89.328
0.016	-81.57349
0.0165	-58.51135
0.017	-31.72302
0.0175	-15.1062
0.018	-2.92053
0.0185	-12.99133
0.019	-11.2793
0.0195	-10.17151
0.02	-1.61133
0.0205	1.81274
0.021	20.34302
0.0215	36.75842
0.022	46.72852
0.0225	58.00781
0.023	59.61914
0.0235	48.23914
0.024	42.39807
0.0245	22.76001
0.025	1.51062
0.0255	-39.57825
0.026	-106.64978
0.0265	-165.26184
0.027	-206.14929
0.0275	-247.54028
0.028	-249.75586
0.0285	-232.73621
0.029	-197.08557
0.0295	-147.03369
0.03	-74.42322
0.0305	5.0354
0.031	58.51135
0.0315	111.48376
0.032	148.94714
0.0325	150.35706
0.033	153.78113
0.0335	155.29175
0.034	148.54431
0.0345	143.4082
0.035	133.3374
0.0355	122.05811
0.036	120.64819
0.0365	109.16748
0.037	100.20447
0.0375	92.44995
0.038	92.14783
0.0385	97.08252
0.039	90.83862
0.0395	91.54358
0.04	85.80322
0.0405	75.12817
0.041	52.46887
0.0415	37.26196
0.042	34.14001
0.0425	24.77417
0.043	22.6593
0.0435	15.00549
0.044	11.68213
0.0445	15.40833
0.045	23.66638
0.0455	20.74585
0.046	17.42249
0.0465	13.59558
0.047	3.32336
0.0475	-6.3446
0.048	-15.20691
0.0485	-8.35876
0.049	-3.32336
0.0495	-0.30212
0.05	1.40991
0.0505	4.02832
0.051	11.78284
0.0515	8.15735
0.052	13.19275
0.0525	4.12903
0.053	1.61133
0.0535	1.40991
0.054	0.70496
0.0545	2.41699
0.055	-1.61133
0.0555	-5.33752
0.056	-8.66089
0.0565	-5.84106
0.057	-2.81982
0.0575	5.0354
0.058	6.54602
0.0585	6.94885
0.059	16.01257
0.0595	26.58691
0.06	37.16125
0.0605	36.55701
0.061	37.26196
0.0615	35.95276
0.062	34.64355
0.0625	30.81665
0.063	25.27771
0.0635	26.98975
0.064	29.80957
0.0645	26.48621
0.065	22.86072
0.0655	22.05505
0.066	24.16992
0.0665	16.71753
0.067	6.3446
0.0675	12.18567
0.068	2.71912
0.0685	-1.3092
0.069	-4.93469
0.0695	-7.75452
0.07	-14.90479
0.0705	-9.56726
0.071	-8.8623
0.0715	-5.0354
0.072	-13.69629
0.0725	-12.5885
0.073	-9.26514
0.0735	-12.5885
0.074	-1.40991
0.0745	-1.2085
0.075	-2.71912
0.0755	3.22266
0.076	5.53894
0.0765	-9.26514
0.077	-23.66638
0.0775	-23.26355
0.078	-12.38708
0.0785	-21.65222
0.079	-18.8324
0.0795	-19.73877
0.08	-18.02673
0.0805	-8.96301
0.081	-3.62549
0.0815	1.61133
0.082	-1.00708
0.0825	1.51062
0.083	4.73328
0.0835	2.01416
0.084	-5.0354
0.0845	-34.24072
0.085	-45.01648
0.0855	-53.87878
0.086	-52.46887
0.0865	-70.29419
0.087	-106.44836
0.0875	-135.04944
0.088	-150.55847
0.0885	-148.64502
0.089	-143.71033
0.0895	-117.92908
0.09	-86.00464
0.0905	-42.90161
0.091	-16.11328
0.0915	15.60974
0.092	37.86621
0.0925	64.85596
0.093	82.07703
0.0935	89.73083
0.094	95.06836
0.0945	88.32092
0.095	78.65295
0.0955	71.90552
0.096	72.81189
0.0965	81.37207
0.097	75.02747
0.0975	78.14941
0.098	79.05579
0.0985	94.06128
0.099	98.69385
0.0995	93.85986
0.1	59.82056
0.1005	25.88196
0.101	0.40283
0.1015	-30.31311
0.102	-40.08179
0.1025	-57.30286
0.103	-81.87561
0.1035	-104.4342
0.104	-120.14465
0.1045	-136.86218
0.105	-147.1344
0.1055	-132.83386
0.106	-117.02271
0.1065	-86.50818
0.107	-57.50427
0.1075	-21.65222
0.108	15.20691
0.1085	35.65063
0.109	47.63489
0.1095	60.92834
0.11	68.38074
0.1105	70.89844
0.111	77.04163
0.1115	73.21472
0.112	70.99915
0.1125	70.69702
0.113	70.09277
0.1135	59.51843
0.114	60.3241
0.1145	67.57507
0.115	85.5011
0.1155	97.58606
0.116	106.24695
0.1165	103.93066
0.117	105.74341
0.1175	108.66394
0.118	100.10376
0.1185	76.13525
0.119	51.76392
0.1195	32.52869
0.12	0.60425
0.1205	-32.12585
0.121	-59.1156
0.1215	-60.4248
0.122	-57.00073
0.1225	-48.03772
0.123	-29.60815
0.1235	-11.38
0.124	11.07788
0.1245	21.85364
0.125	30.2124
0.1255	38.26904
0.126	35.2478
0.1265	33.33435
0.127	25.88196
0.1275	15.81116
0.128	3.22266
0.1285	-9.86938
0.129	-15.71045
0.1295	-17.6239
0.13	-17.42249
0.1305	-3.8269
0.131	4.02832
0.1315	13.39417
0.132	19.73877
0.1325	17.42249
0.133	26.48621
0.1335	33.23364
0.134	43.00232
0.1345	38.26904
0.135	33.33435
0.1355	20.04089
0.136	18.42957
0.1365	14.30054
0.137	14.50195
0.1375	3.8269
0.138	5.63965
0.1385	8.45947
0.139	6.64673
0.1395	1.2085
0.14	-13.797
0.1405	-17.52319
0.141	-11.38
0.1415	-11.88354
0.142	-1.2085
0.1425	1.00708
0.143	0.60425
0.1435	-3.92761
0.144	-1.2085
0.1445	-6.44531
0.145	-14.50195
0.1455	-18.73169
0.146	-21.65222
0.1465	-16.61682
0.147	-6.74744
0.1475	-2.31628
0.148	-3.62549
0.1485	-15.20691
0.149	-12.68921
0.1495	-14.30054
0.15	-11.38
0.1505	0.90637
0.151	1.81274
0.1515	3.32336
0.152	2.21558
0.1525	-0.50354
0.153	8.96301
0.1535	15.50903
0.154	15.71045
0.1545	13.99841
0.155	12.5885
0.1555	6.44531
0.156	12.99133
0.1565	7.65381
0.157	6.64673
0.1575	8.8623
0.158	3.32336
0.1585	-17.52319
0.159	-25.177
0.1595	-28.39966
0.16	-27.09045
0.1605	-26.88904
0.161	-51.5625
0.1615	-65.96375
0.162	-75.32959
0.1625	-64.95667
0.163	-50.55542
0.1635	-40.38391
0.164	-24.47205
0.1645	-7.35168
0.165	3.32336
0.1655	19.94019
0.166	33.33435
0.1665	32.22656
0.167	29.00391
0.1675	20.64514
0.168	-1.3092
0.1685	-14.40125
0.169	-22.96143
0.1695	-24.47205
0.17	-13.39417
0.1705	-8.15735
0.171	-4.02832
0.1715	-12.89062
0.172	-17.82532
0.1725	-21.65222
0.173	-24.47205
0.1735	-34.24072
0.174	-53.37524
0.1745	-74.42322
0.175	-88.92517
0.1755	-98.19031
0.176	-93.15491
0.1765	-95.5719
0.177	-90.13367
0.1775	-80.76782
0.178	-73.81897
0.1785	-70.59631
0.179	-67.8772
0.1795	-58.30994
0.18	-28.9032
0.1805	4.22974
0.181	42.8009
0.1815	73.91968
0.182	92.55066
0.1825	118.63403
0.183	131.92749
0.1835	131.02112
0.184	127.19421
0.1845	122.15881
0.185	118.2312
0.1855	111.08093
0.186	99.70093
0.1865	95.67261
0.187	92.04712
0.1875	78.14941
0.188	72.81189
0.1885	67.97791
0.189	57.70569
0.1895	58.61206
0.19	51.15967
0.1905	45.3186
0.191	41.69312
0.1915	38.87329
0.192	22.45789
0.1925	6.2439
0.193	9.97009
0.1935	9.86938
0.194	2.21558
0.1945	2.31628
0.195	-5.33752
0.1955	-7.15027
0.196	-4.53186
0.1965	2.71912
0.197	8.35876
0.1975	13.99841
0.198	-3.42407
0.1985	-33.23364
0.199	-51.76392
0.1995	-60.3241
0.2	-58.61206
0.2005	-57.30286
0.201	-40.58533
0.2015	-29.30603
0.202	-3.8269
0.2025	13.59558
0.203	22.6593
0.2035	31.21948
0.204	30.31311
0.2045	36.05347
0.205	39.47754
0.2055	38.26904
0.206	34.03931
0.2065	26.48621
0.207	28.80249
0.2075	30.61523
0.208	33.53577
