Alessio_Russo_Right_2.c3d  



Time(s):	A_R_bicipite(μV):
0	-102.01721
0.0005	-77.74658
0.001	-48.64197
0.0015	-21.3501
0.002	13.29346
0.0025	44.81506
0.003	64.25171
0.0035	46.72852
0.004	-3.02124
0.0045	-50.354
0.005	-70.09277
0.0055	-60.72693
0.006	-57.70569
0.0065	-24.06921
0.007	1.71204
0.0075	49.85046
0.008	93.0542
0.0085	125.38147
0.009	148.4436
0.0095	146.42944
0.01	115.00854
0.0105	94.16199
0.011	95.87402
0.0115	106.04553
0.012	87.81738
0.0125	68.17932
0.013	66.36658
0.0135	65.86304
0.014	49.44763
0.0145	35.04639
0.015	9.86938
0.0155	0
0.016	-10.67505
0.0165	-86.00464
0.017	-196.58203
0.0175	-284.29871
0.018	-326.89819
0.0185	-371.20972
0.019	-374.7345
0.0195	-336.76758
0.02	-261.13586
0.0205	-200.40894
0.021	-146.63086
0.0215	-95.37048
0.022	-52.8717
0.0225	-6.3446
0.023	22.96143
0.0235	5.33752
0.024	-24.16992
0.0245	-50.95825
0.025	-47.8363
0.0255	-3.7262
0.026	72.81189
0.0265	128.60413
0.027	163.65051
0.0275	198.09265
0.028	227.19727
0.0285	229.71497
0.029	226.69373
0.0295	209.37195
0.03	194.87
0.0305	189.23035
0.031	198.29407
0.0315	213.90381
0.032	238.67798
0.0325	238.9801
0.033	229.71497
0.0335	209.27124
0.034	164.15405
0.0345	140.48767
0.035	143.4082
0.0355	142.099
0.036	152.27051
0.0365	148.04077
0.037	121.9574
0.0375	84.89685
0.038	55.2887
0.0385	39.17542
0.039	26.18408
0.0395	-11.17859
0.04	-40.1825
0.0405	-62.64038
0.041	-65.76233
0.0415	-65.76233
0.042	-32.7301
0.0425	5.13611
0.043	34.54285
0.0435	59.71985
0.044	74.92676
0.0445	96.7804
0.045	104.63562
0.0455	105.6427
0.046	104.4342
0.0465	93.96057
0.047	73.91968
0.0475	37.7655
0.048	-0.40283
0.0485	-41.29028
0.049	-103.72925
0.0495	-164.95972
0.05	-262.64648
0.0505	-334.75342
0.051	-365.26794
0.0515	-406.65894
0.052	-392.66052
0.0525	-348.85254
0.053	-283.39233
0.0535	-193.46008
0.054	-93.45703
0.0545	0.80566
0.055	51.05896
0.0555	88.22021
0.056	110.37598
0.0565	132.33032
0.057	137.76855
0.0575	137.86926
0.058	157.00378
0.0585	160.83069
0.059	154.58679
0.0595	113.90076
0.06	39.07471
0.0605	-71.60339
0.061	-164.05334
0.0615	-189.73389
0.062	-173.5199
0.0625	-115.31067
0.063	-43.20374
0.0635	38.77258
0.064	88.82446
0.0645	110.6781
0.065	110.07385
0.0655	99.49951
0.066	89.328
0.0665	70.59631
0.067	42.7002
0.0675	3.02124
0.068	-33.73718
0.0685	-68.78357
0.069	-117.82837
0.0695	-179.96521
0.07	-215.31372
0.0705	-179.66309
0.071	-125.48218
0.0715	-60.72693
0.072	26.48621
0.0725	91.04004
0.073	136.56006
0.0735	149.04785
0.074	102.11792
0.0745	17.42249
0.075	-81.87561
0.0755	-164.65759
0.076	-188.12256
0.0765	-175.83618
0.077	-179.36096
0.0775	-166.67175
0.078	-154.98962
0.0785	-136.15723
0.079	-123.97156
0.0795	-64.95667
0.08	-3.62549
0.0805	46.12427
0.081	89.52942
0.0815	141.59546
0.082	185.50415
0.0825	205.14221
0.083	214.60876
0.0835	218.73779
0.084	234.44824
0.0845	248.54736
0.085	243.51196
0.0855	208.16345
0.086	176.23901
0.0865	130.31616
0.087	96.8811
0.0875	83.38623
0.088	92.04712
0.0885	106.54907
0.089	129.71191
0.0895	176.33972
0.09	200.81177
0.0905	208.7677
0.091	214.10522
0.0915	201.51672
0.092	169.7937
0.0925	131.72607
0.093	91.14075
0.0935	46.42639
0.094	19.33594
0.0945	12.48779
0.095	7.95593
0.0955	13.19275
0.096	24.47205
0.0965	27.19116
0.097	23.16284
0.0975	17.42249
0.098	20.24231
0.0985	18.8324
0.099	12.99133
0.0995	-5.33752
0.1	-33.13293
0.1005	-87.21313
0.101	-144.91882
0.1015	-167.67883
0.102	-180.16663
0.1025	-202.92664
0.103	-217.83142
0.1035	-235.85815
0.104	-252.97852
0.1045	-283.99658
0.105	-296.98792
0.1055	-302.02332
0.106	-285.30579
0.1065	-268.38684
0.107	-252.27356
0.1075	-217.32788
0.108	-175.53406
0.1085	-133.84094
0.109	-96.47827
0.1095	-36.35559
0.11	43.60657
0.1105	102.31934
0.111	147.94006
0.1115	178.05176
0.112	200.10681
0.1125	211.58752
0.113	233.54187
0.1135	248.24524
0.114	220.047
0.1145	194.06433
0.115	172.51282
0.1155	164.15405
0.116	161.23352
0.1165	125.58289
0.117	89.02588
0.1175	75.02747
0.118	78.25012
0.1185	79.15649
0.119	71.30127
0.1195	22.35718
0.12	-78.75366
0.1205	-155.09033
0.121	-195.97778
0.1215	-214.40735
0.122	-211.88965
0.1225	-225.0824
0.123	-242.10205
0.1235	-296.68579
0.124	-381.48193
0.1245	-400.41504
0.125	-376.34583
0.1255	-290.84473
0.126	-190.03601
0.1265	-89.73083
0.127	-8.15735
0.1275	52.8717
