Antonio_Festa_Right_2.c3d  



Time(s):	C_R_bicipite(μV):
0	6.84814
0.0005	9.16443
0.001	7.04956
0.0015	8.25806
0.002	8.05664
0.0025	6.64673
0.003	2.92053
0.0035	6.44531
0.004	6.44531
0.0045	2.92053
0.005	1.40991
0.0055	0
0.006	-6.3446
0.0065	-13.59558
0.007	-21.95435
0.0075	-20.34302
0.008	-17.01965
0.0085	-13.59558
0.009	-5.63965
0.0095	-3.12195
0.01	-0.60425
0.0105	5.63965
0.011	5.13611
0.0115	0.70496
0.012	2.71912
0.0125	-2.21558
0.013	-0.60425
0.0135	-2.81982
0.014	2.01416
0.0145	7.45239
0.015	5.63965
0.0155	11.68213
0.016	14.80408
0.0165	9.97009
0.017	9.97009
0.0175	7.35168
0.018	6.2439
0.0185	5.33752
0.019	-1.3092
0.0195	-6.3446
0.02	-6.84814
0.0205	-12.28638
0.021	-15.1062
0.0215	-11.98425
0.022	-4.53186
0.0225	-4.33044
0.023	-6.54602
0.0235	-6.54602
0.024	-8.66089
0.0245	-6.44531
0.025	-8.35876
0.0255	-6.74744
0.026	-6.74744
0.0265	-4.73328
0.027	3.02124
0.0275	12.99133
0.028	16.61682
0.0285	17.72461
0.029	17.82532
0.0295	11.48071
0.03	0.30212
0.0305	2.21558
0.031	10.0708
0.0315	-0.30212
0.032	-7.5531
0.0325	-12.89062
0.033	-19.53735
0.0335	-16.91895
0.034	-10.37292
0.0345	-2.01416
0.035	6.04248
0.0355	7.5531
0.036	1.3092
0.0365	0.70496
0.037	6.54602
0.0375	9.36584
0.038	10.87646
0.0385	6.64673
0.039	2.61841
0.0395	-4.12903
0.04	-0.10071
0.0405	4.22974
0.041	2.92053
0.0415	-6.94885
0.042	-11.17859
0.0425	-20.94727
0.043	-22.35718
0.0435	-17.6239
0.044	-5.74036
0.0445	-7.5531
0.045	-20.64514
0.0455	-22.05505
0.046	-23.36426
0.0465	-24.37134
0.047	-23.36426
0.0475	-29.80957
0.048	-28.50037
0.0485	-25.98267
0.049	-21.85364
0.0495	-17.92603
0.05	-11.88354
0.0505	-17.82532
0.051	-19.03381
0.0515	-14.09912
0.052	-16.61682
0.0525	-15.50903
0.053	-16.21399
0.0535	-11.48071
0.054	-4.53186
0.0545	3.52478
0.055	-1.51062
0.0555	2.92053
0.056	3.92761
0.0565	9.76868
0.057	9.16443
0.0575	-2.11487
0.058	-2.01416
0.0585	0.50354
0.059	-7.85522
0.0595	-5.94177
0.06	-13.09204
0.0605	-7.45239
0.061	-4.33044
0.0615	-6.54602
0.062	-8.05664
0.0625	-4.83398
0.063	-1.3092
0.0635	-7.75452
0.064	-7.5531
0.0645	-3.12195
0.065	2.01416
0.0655	1.3092
0.066	-2.81982
0.0665	3.12195
0.067	11.58142
0.0675	27.29187
0.068	32.93152
0.0685	30.81665
0.069	29.30603
0.0695	30.2124
0.07	24.06921
0.0705	14.40125
0.071	16.11328
0.0715	16.11328
0.072	6.64673
0.0725	2.31628
0.073	-5.33752
0.0735	-7.45239
0.074	-3.22266
0.0745	-2.71912
0.075	-3.42407
0.0755	-2.71912
0.076	-7.25098
0.0765	-4.63257
0.077	13.29346
0.0775	16.81824
0.078	14.80408
0.0785	11.68213
0.079	9.46655
0.0795	7.04956
0.08	5.74036
0.0805	0.80566
0.081	5.74036
0.0815	16.91895
0.082	22.86072
0.0825	27.39258
0.083	30.01099
0.0835	23.26355
0.084	10.27222
0.0845	-1.40991
0.085	-1.00708
0.0855	-3.92761
0.086	-7.15027
0.0865	-4.43115
0.087	-4.43115
0.0875	-5.63965
0.088	-18.53027
0.0885	-21.14868
0.089	-22.76001
0.0895	-14.19983
0.09	-14.50195
0.0905	-15.60974
0.091	-20.44373
0.0915	-19.13452
0.092	-28.80249
0.0925	-25.88196
0.093	-26.3855
0.0935	-21.04797
0.094	-13.19275
0.0945	-9.66797
0.095	-15.1062
0.0955	-10.97717
0.096	-8.15735
0.0965	-6.94885
0.097	1.40991
0.0975	0.30212
0.098	0
0.0985	3.52478
0.099	-0.20142
0.0995	-6.04248
0.1	-2.92053
0.1005	-0.30212
0.101	2.41699
0.1015	-1.2085
0.102	-0.20142
0.1025	-5.94177
0.103	-6.14319
0.1035	-5.13611
0.104	-1.61133
0.1045	-2.81982
0.105	0.10071
0.1055	10.77576
0.106	16.91895
0.1065	16.51611
0.107	8.35876
0.1075	3.22266
0.108	-6.84814
0.1085	-11.38
0.109	-23.26355
0.1095	-23.76709
0.11	-20.04089
0.1105	-13.39417
0.111	-11.68213
0.1115	-4.22974
0.112	-3.32336
0.1125	-3.8269
0.113	-3.52478
0.1135	-5.94177
0.114	-3.42407
0.1145	1.91345
0.115	0.90637
0.1155	2.31628
0.116	1.91345
0.1165	1.3092
0.117	0.20142
0.1175	-3.92761
0.118	-8.66089
0.1185	-5.0354
0.119	-15.1062
0.1195	-22.15576
0.12	-18.63098
0.1205	-22.25647
0.121	-21.85364
0.1215	-21.95435
0.122	-21.95435
0.1225	-15.60974
0.123	-1.40991
0.1235	4.12903
0.124	7.04956
0.1245	11.58142
0.125	16.11328
0.1255	13.19275
0.126	20.1416
0.1265	22.25647
0.127	25.07629
0.1275	19.13452
0.128	15.91187
0.1285	19.63806
0.129	19.33594
0.1295	26.48621
0.13	21.14868
0.1305	14.90479
0.131	16.21399
0.1315	16.41541
0.132	16.3147
0.1325	14.09912
0.133	15.30762
0.1335	10.87646
0.134	1.81274
0.1345	-2.61841
0.135	-1.10779
0.1355	-4.02832
0.136	4.02832
0.1365	7.15027
0.137	2.61841
0.1375	2.5177
0.138	-5.53894
0.1385	-0.70496
0.139	3.32336
0.1395	3.7262
0.14	7.65381
0.1405	2.41699
0.141	7.45239
0.1415	12.78992
0.142	14.80408
0.1425	16.41541
0.143	27.09045
0.1435	23.76709
0.144	10.17151
0.1445	3.52478
0.145	-0.80566
0.1455	3.62549
0.146	0
0.1465	-1.10779
0.147	-0.20142
0.1475	-7.45239
0.148	-18.12744
0.1485	-27.79541
0.149	-24.37134
0.1495	-15.50903
0.15	-13.29346
0.1505	-22.86072
0.151	-18.73169
0.1515	-22.55859
0.152	-24.47205
0.1525	-24.57275
0.153	-30.51453
0.1535	-28.09753
0.154	-21.95435
0.1545	-14.90479
0.155	-11.38
0.1555	-1.71204
0.156	-2.01416
0.1565	-0.30212
0.157	0.70496
0.1575	1.00708
0.158	-2.5177
0.1585	-0.50354
0.159	-1.91345
0.1595	-1.40991
0.16	-4.02832
0.1605	-9.56726
0.161	-9.56726
0.1615	-14.80408
0.162	-10.87646
0.1625	-11.78284
0.163	-11.98425
0.1635	-13.09204
0.164	-13.49487
0.1645	-19.94019
0.165	-27.99683
0.1655	-21.75293
0.166	-9.56726
0.1665	-1.10779
0.167	6.64673
0.1675	9.97009
0.168	9.56726
0.1685	4.93469
0.169	8.35876
0.1695	10.47363
0.17	16.51611
0.1705	20.04089
0.171	20.54443
0.1715	22.25647
0.172	14.60266
0.1725	13.59558
0.173	2.81982
0.1735	-1.3092
0.174	-14.09912
0.1745	-15.1062
0.175	-6.64673
0.1755	-1.10779
0.176	-12.48779
0.1765	-21.45081
0.177	-20.74585
0.1775	-15.81116
0.178	-9.86938
0.1785	-3.92761
0.179	-5.0354
0.1795	-0.90637
0.18	-6.14319
0.1805	-2.41699
0.181	-3.52478
0.1815	-6.04248
0.182	1.10779
0.1825	2.5177
0.183	3.22266
0.1835	3.7262
0.184	-1.40991
0.1845	-11.2793
0.185	-15.00549
0.1855	-26.58691
0.186	-30.31311
0.1865	-34.24072
0.187	-35.54993
0.1875	-35.14709
0.188	-33.03223
0.1885	-23.76709
0.189	-13.09204
0.1895	-7.04956
0.19	1.71204
0.1905	-2.41699
0.191	-2.61841
0.1915	0.30212
0.192	-0.50354
0.1925	0.50354
0.193	4.53186
0.1935	4.12903
0.194	-11.78284
0.1945	-18.93311
0.195	-18.32886
0.1955	-9.16443
0.196	14.90479
0.1965	22.45789
0.197	16.81824
0.1975	15.91187
0.198	14.60266
0.1985	7.35168
0.199	4.02832
0.1995	4.43115
0.2	2.31628
0.2005	9.06372
0.201	5.0354
0.2015	9.36584
0.202	9.76868
0.2025	10.87646
0.203	22.96143
0.2035	23.56567
0.204	26.28479
0.2045	30.11169
0.205	29.20532
0.2055	15.30762
0.206	13.69629
0.2065	15.50903
0.207	10.47363
0.2075	8.05664
0.208	8.15735
0.2085	4.22974
0.209	9.66797
0.2095	6.44531
0.21	-3.22266
0.2105	-12.18567
0.211	-21.14868
0.2115	-12.78992
0.212	-19.23523
0.2125	-14.70337
0.213	-20.24231
0.2135	-16.11328
0.214	-12.68921
0.2145	-1.10779
0.215	-0.30212
0.2155	-5.0354
0.216	-7.35168
0.2165	-7.75452
0.217	-7.15027
0.2175	-2.31628
0.218	-0.20142
0.2185	5.13611
0.219	8.7616
0.2195	14.19983
0.22	18.32886
0.2205	20.94727
0.221	19.23523
0.2215	9.26514
0.222	9.66797
0.2225	14.09912
0.223	10.37292
0.2235	15.30762
0.224	10.37292
0.2245	10.97717
0.225	2.31628
